user_id,video_id,category,watched,liked,shared,followed,interaction_score
7,382,travel,1,0,0,0,1.0
7,389,travel,1,0,0,0,1.0
8,217,cooking,1,1,0,0,3.0
8,346,cooking,1,0,0,1,4.0
8,340,sports,1,1,0,0,3.0
8,443,travel,1,0,0,0,1.0
8,273,travel,1,1,0,0,3.0
8,478,travel,1,0,0,0,1.0
8,480,comedy,1,0,0,0,1.0
8,422,cooking,1,0,0,0,1.0
8,249,cooking,0,0,0,0,0.0
9,437,travel,1,0,0,0,1.0
9,414,travel,0,0,0,0,0.0
9,290,sports,0,0,0,0,0.0
9,489,education,0,0,0,0,0.0
9,17,travel,1,1,0,0,3.0
9,437,music,1,0,0,0,1.0
9,86,music,1,0,0,0,1.0
9,440,education,1,1,0,0,3.0
9,10,education,1,0,0,0,1.0
10,343,gaming,1,0,0,0,1.0
10,495,gaming,0,0,0,0,0.0
10,133,gaming,1,0,0,0,1.0
10,454,travel,0,0,0,0,0.0
10,85,education,1,0,0,0,1.0
10,225,cooking,1,0,0,0,1.0
10,336,dance,1,1,1,0,7.0
10,34,sports,0,0,0,0,0.0
10,402,dance,1,0,0,0,1.0
10,325,dance,1,1,0,0,3.0
10,332,cooking,0,0,0,0,0.0
11,464,sports,1,0,0,0,1.0
11,44,education,1,0,0,0,1.0
11,84,comedy,1,0,0,0,1.0
11,181,sports,0,0,0,0,0.0
11,37,music,1,0,0,0,1.0
11,494,music,0,0,0,0,0.0
11,499,gaming,1,1,0,0,3.0
11,88,travel,1,0,0,0,1.0
11,58,music,1,1,0,0,3.0
11,54,comedy,1,0,0,0,1.0
11,135,music,1,0,0,0,1.0
12,249,travel,1,0,0,0,1.0
12,33,cooking,1,1,0,0,3.0
12,16,cooking,1,1,0,0,3.0
12,161,cooking,1,0,0,0,1.0
12,170,gaming,1,1,0,0,3.0
12,106,cooking,1,0,0,0,1.0
12,495,travel,0,0,0,0,0.0
12,162,comedy,1,0,0,0,1.0
13,269,dance,1,0,0,0,1.0
13,18,dance,0,0,0,0,0.0
13,459,travel,1,0,0,0,1.0
13,138,sports,1,1,1,0,7.0
13,325,dance,1,0,0,0,1.0
13,150,dance,1,1,0,0,3.0
13,24,dance,1,0,0,0,1.0
13,171,sports,1,0,0,0,1.0
13,492,travel,1,0,0,0,1.0
13,342,dance,1,1,1,0,7.0
13,239,education,0,0,0,0,0.0
14,42,education,1,0,0,0,1.0
14,143,education,0,0,0,0,0.0
14,110,music,0,0,0,0,0.0
14,237,travel,1,0,0,0,1.0
14,76,comedy,1,1,0,0,3.0
14,450,travel,0,0,0,0,0.0
14,294,gaming,1,0,0,0,1.0
14,227,education,1,0,0,0,1.0
14,145,dance,1,0,0,0,1.0
14,162,music,1,0,0,0,1.0
14,407,dance,1,0,0,0,1.0
14,38,dance,0,0,0,0,0.0
14,117,comedy,1,0,0,0,1.0
14,315,travel,1,1,0,0,3.0
15,395,travel,1,0,0,0,1.0
15,415,dance,1,0,0,0,1.0
15,215,gaming,0,0,0,0,0.0
15,404,music,0,0,0,0,0.0
15,265,dance,0,0,0,0,0.0
15,206,cooking,0,0,0,0,0.0
15,485,cooking,1,0,0,0,1.0
15,136,travel,1,1,0,0,3.0
15,13,travel,0,0,0,0,0.0
15,477,travel,1,0,0,0,1.0
15,240,gaming,1,0,0,0,1.0
16,144,comedy,1,0,0,0,1.0
16,63,cooking,1,0,0,0,1.0
16,57,travel,1,0,0,0,1.0
16,367,travel,1,1,0,0,3.0
16,184,travel,1,0,0,0,1.0
16,230,travel,1,0,0,0,1.0
16,315,sports,1,0,0,0,1.0
16,452,education,1,1,0,0,3.0
16,391,travel,0,0,0,0,0.0
16,37,cooking,1,0,0,0,1.0
17,176,gaming,1,0,0,0,1.0
17,198,cooking,1,0,0,0,1.0
17,95,dance,0,0,0,0,0.0
17,81,sports,1,1,0,0,3.0
17,86,music,1,1,0,0,3.0
17,2,comedy,1,0,0,0,1.0
17,200,comedy,0,0,0,0,0.0
17,97,dance,1,0,0,0,1.0
17,417,sports,1,1,0,0,3.0
17,472,sports,1,0,0,0,1.0
17,60,music,1,1,0,0,3.0
17,462,gaming,1,1,0,0,3.0
18,73,cooking,1,0,0,0,1.0
18,31,education,1,1,0,0,3.0
18,364,travel,0,0,0,0,0.0
18,76,travel,1,0,0,0,1.0
18,467,travel,1,1,0,0,3.0
18,409,dance,0,0,0,0,0.0
18,494,education,1,0,0,0,1.0
18,276,travel,0,0,0,0,0.0
18,79,travel,1,0,0,0,1.0
18,310,education,1,0,0,0,1.0
18,395,dance,1,0,0,0,1.0
18,307,travel,1,0,0,0,1.0
18,422,gaming,1,1,0,0,3.0
19,272,education,1,0,0,0,1.0
19,369,education,1,1,0,0,3.0
19,139,education,1,1,0,0,3.0
19,26,education,0,0,0,0,0.0
19,121,gaming,1,0,0,0,1.0
19,245,cooking,0,0,0,0,0.0
19,352,music,0,0,0,0,0.0
19,247,education,0,0,0,0,0.0
19,415,music,1,0,0,0,1.0
19,316,education,1,1,0,0,3.0
19,496,education,1,0,0,0,1.0
19,491,dance,1,1,0,0,3.0
19,339,education,0,0,0,0,0.0
20,418,cooking,1,1,0,0,3.0
20,460,comedy,1,0,0,0,1.0
20,368,dance,1,1,0,0,3.0
20,272,travel,1,1,0,0,3.0
20,284,sports,0,0,0,0,0.0
20,119,cooking,0,0,0,0,0.0
20,367,education,0,0,0,0,0.0
20,226,cooking,0,0,0,0,0.0
20,97,dance,1,1,0,0,3.0
20,72,travel,1,0,0,0,1.0
20,350,education,1,0,0,0,1.0
20,128,comedy,0,0,0,0,0.0
20,370,cooking,0,0,0,0,0.0
21,190,travel,1,0,0,0,1.0
21,228,comedy,1,0,0,0,1.0
21,36,travel,1,1,0,0,3.0
21,475,travel,1,1,0,0,3.0
21,21,comedy,1,0,0,0,1.0
21,90,travel,1,1,0,0,3.0
21,217,education,1,0,0,1,4.0
21,343,music,1,0,0,1,4.0
21,326,travel,1,0,0,1,4.0
22,257,travel,1,0,0,0,1.0
22,257,gaming,0,0,0,0,0.0
22,278,travel,1,0,0,0,1.0
22,433,education,0,0,0,0,0.0
22,471,education,0,0,0,0,0.0
22,291,dance,1,0,0,0,1.0
22,121,dance,0,0,0,0,0.0
22,113,gaming,1,1,0,0,3.0
22,166,dance,1,0,0,0,1.0
22,256,education,1,0,0,0,1.0
23,153,gaming,1,0,0,0,1.0
23,29,education,1,1,0,0,3.0
23,78,gaming,1,0,0,0,1.0
23,16,gaming,1,1,0,0,3.0
23,42,education,1,0,0,0,1.0
23,493,comedy,1,0,0,0,1.0
23,36,dance,1,1,0,0,3.0
23,191,comedy,1,0,0,0,1.0
23,263,dance,1,0,0,0,1.0
23,67,gaming,1,0,0,0,1.0
24,115,cooking,1,0,0,0,1.0
24,416,travel,1,0,0,0,1.0
24,14,cooking,1,1,0,0,3.0
24,29,dance,1,0,0,0,1.0
24,442,cooking,1,1,0,0,3.0
24,17,comedy,1,0,0,0,1.0
24,351,gaming,1,0,0,0,1.0
25,475,music,1,0,0,0,1.0
25,458,travel,1,0,0,0,1.0
25,331,gaming,1,0,0,0,1.0
25,107,sports,0,0,0,0,0.0
25,92,music,1,0,0,0,1.0
25,7,dance,1,1,0,0,3.0
25,87,sports,1,0,0,0,1.0
25,107,gaming,1,1,0,0,3.0
25,301,dance,1,0,0,0,1.0
25,267,sports,1,0,0,0,1.0
25,373,sports,0,0,0,0,0.0
26,389,sports,1,0,0,0,1.0
26,5,music,1,0,0,0,1.0
26,2,education,1,1,1,0,7.0
26,443,sports,1,1,0,0,3.0
26,256,music,1,0,0,1,4.0
26,475,sports,1,0,0,0,1.0
26,372,education,1,0,0,0,1.0
26,466,travel,1,0,0,0,1.0
26,242,music,1,1,0,0,3.0
26,229,education,1,1,0,0,3.0
26,169,music,1,0,0,0,1.0
26,25,education,1,0,0,0,1.0
27,146,comedy,1,0,0,0,1.0
27,419,sports,0,0,0,0,0.0
27,139,comedy,1,0,0,0,1.0
27,8,comedy,1,0,0,0,1.0
27,400,sports,1,0,0,0,1.0
27,391,sports,1,1,1,0,7.0
27,119,music,1,0,0,0,1.0
27,399,comedy,1,0,0,0,1.0
27,310,comedy,0,0,0,0,0.0
27,167,sports,1,0,0,0,1.0
28,252,music,1,0,0,0,1.0
28,330,music,1,0,0,1,4.0
28,311,education,1,0,0,0,1.0
28,327,education,1,0,0,0,1.0
28,437,education,1,1,0,0,3.0
28,258,travel,1,0,0,0,1.0
28,485,education,1,0,0,0,1.0
28,2,comedy,1,1,0,0,3.0
28,172,music,1,0,0,0,1.0
29,7,music,0,0,0,0,0.0
29,215,dance,1,0,0,0,1.0
29,177,music,1,0,0,0,1.0
29,269,dance,1,0,0,0,1.0
29,174,travel,1,0,0,0,1.0
29,350,travel,1,0,0,0,1.0
29,240,sports,1,0,0,0,1.0
29,274,music,1,0,0,0,1.0
29,95,travel,1,0,0,0,1.0
29,132,sports,1,1,0,0,3.0
29,133,dance,1,0,0,0,1.0
29,148,travel,0,0,0,0,0.0
29,178,music,1,1,0,0,3.0
30,315,gaming,1,1,0,0,3.0
30,480,gaming,1,0,0,0,1.0
30,265,education,0,0,0,0,0.0
30,221,dance,1,0,0,0,1.0
30,142,gaming,1,0,0,0,1.0
30,410,sports,1,1,0,0,3.0
30,260,education,1,1,0,0,3.0
30,101,gaming,1,0,0,0,1.0
30,241,dance,0,0,0,0,0.0
30,56,education,1,1,0,0,3.0
30,322,comedy,1,0,0,0,1.0
31,41,education,1,1,0,0,3.0
31,261,gaming,1,0,0,0,1.0
31,83,comedy,1,0,0,0,1.0
31,456,sports,1,0,0,0,1.0
31,441,dance,0,0,0,0,0.0
31,18,cooking,1,0,0,0,1.0
31,161,dance,0,0,0,0,0.0
31,379,dance,1,0,0,1,4.0
31,111,dance,1,0,0,0,1.0
31,280,education,0,0,0,0,0.0
32,290,cooking,1,0,0,0,1.0
32,152,dance,0,0,0,0,0.0
32,440,music,0,0,0,0,0.0
32,383,cooking,0,0,0,0,0.0
32,286,cooking,1,1,0,0,3.0
32,481,cooking,1,0,0,0,1.0
32,68,cooking,1,1,1,1,10.0
32,240,cooking,1,1,0,0,3.0
32,446,cooking,1,0,0,1,4.0
32,176,gaming,1,1,0,0,3.0
32,134,education,1,0,0,0,1.0
32,468,cooking,1,0,0,0,1.0
32,88,cooking,1,0,0,0,1.0
32,132,comedy,1,0,0,0,1.0
32,59,cooking,0,0,0,0,0.0
32,318,cooking,1,0,0,0,1.0
33,52,dance,1,0,0,0,1.0
33,406,cooking,1,1,0,0,3.0
33,352,music,0,0,0,0,0.0
33,493,travel,0,0,0,0,0.0
33,437,gaming,1,0,0,0,1.0
33,235,education,1,1,0,0,3.0
33,314,sports,1,0,0,0,1.0
33,481,dance,1,1,0,0,3.0
33,359,travel,0,0,0,0,0.0
33,94,travel,1,0,0,0,1.0
33,361,education,0,0,0,0,0.0
33,310,gaming,1,0,0,0,1.0
34,304,cooking,1,0,0,0,1.0
34,103,comedy,1,0,0,0,1.0
34,77,sports,1,0,0,0,1.0
34,24,gaming,0,0,0,0,0.0
34,250,music,1,1,1,0,7.0
34,45,comedy,1,0,0,0,1.0
34,492,dance,1,0,0,0,1.0
34,87,dance,1,0,0,0,1.0
34,480,dance,1,1,0,0,3.0
35,482,comedy,1,0,0,0,1.0
35,395,gaming,1,0,0,0,1.0
35,25,dance,1,0,0,0,1.0
35,366,education,1,0,0,0,1.0
35,437,sports,1,1,0,0,3.0
35,87,dance,1,0,0,0,1.0
35,198,comedy,1,0,0,1,4.0
35,461,education,1,0,0,0,1.0
36,203,gaming,1,0,0,0,1.0
36,34,sports,1,0,0,0,1.0
36,137,music,1,1,0,0,3.0
36,228,comedy,0,0,0,0,0.0
36,237,cooking,1,0,0,0,1.0
36,335,comedy,1,1,0,0,3.0
36,215,comedy,1,1,0,0,3.0
36,405,music,1,0,0,0,1.0
36,251,music,1,1,0,0,3.0
36,408,music,1,0,0,0,1.0
36,70,comedy,1,0,0,0,1.0
36,167,comedy,1,1,0,0,3.0
37,286,education,1,0,0,0,1.0
37,441,education,1,0,0,0,1.0
37,327,dance,0,0,0,0,0.0
37,279,travel,1,1,0,0,3.0
37,324,education,0,0,0,0,0.0
37,146,travel,1,0,0,0,1.0
37,1,education,1,0,0,0,1.0
37,259,cooking,1,1,0,0,3.0
37,86,dance,0,0,0,0,0.0
37,483,dance,1,0,0,0,1.0
37,408,travel,1,1,0,0,3.0
37,206,dance,0,0,0,0,0.0
38,239,comedy,1,1,0,0,3.0
38,146,dance,1,0,0,0,1.0
38,410,comedy,0,0,0,0,0.0
38,32,comedy,0,0,0,0,0.0
38,15,comedy,1,1,0,0,3.0
38,348,travel,1,0,0,0,1.0
38,20,education,0,0,0,0,0.0
38,123,comedy,1,0,0,0,1.0
38,329,travel,1,0,0,0,1.0
38,92,comedy,1,0,0,0,1.0
38,208,comedy,1,1,0,0,3.0
38,185,comedy,1,0,0,0,1.0
38,345,comedy,1,0,0,0,1.0
39,362,comedy,1,1,0,0,3.0
39,57,sports,1,1,0,1,6.0
39,249,gaming,1,1,0,0,3.0
39,444,cooking,1,0,0,0,1.0
39,179,sports,1,1,0,0,3.0
39,330,education,1,0,0,0,1.0
39,395,cooking,1,0,0,0,1.0
39,384,education,1,0,0,0,1.0
39,328,sports,0,0,0,0,0.0
39,32,music,1,1,0,0,3.0
39,94,comedy,1,1,0,0,3.0
39,115,comedy,1,0,0,0,1.0
39,431,gaming,0,0,0,0,0.0
40,420,music,1,0,0,0,1.0
40,423,music,1,0,0,0,1.0
40,275,music,1,0,0,0,1.0
40,496,comedy,1,0,0,0,1.0
40,273,music,1,1,0,0,3.0
40,487,travel,1,1,0,0,3.0
40,475,music,1,0,0,0,1.0
40,105,cooking,1,0,0,0,1.0
40,468,music,0,0,0,0,0.0
41,413,cooking,1,0,0,0,1.0
41,84,sports,1,0,0,0,1.0
41,139,sports,1,0,0,0,1.0
42,414,dance,1,0,0,0,1.0
42,12,travel,1,0,0,0,1.0
42,196,cooking,1,0,0,1,4.0
42,236,gaming,1,0,0,0,1.0
42,35,gaming,1,0,0,0,1.0
42,328,cooking,1,0,0,0,1.0
42,309,travel,0,0,0,0,0.0
42,398,comedy,1,0,0,0,1.0
42,379,music,1,0,0,0,1.0
42,352,dance,1,0,0,0,1.0
42,396,cooking,0,0,0,0,0.0
42,313,gaming,1,0,0,1,4.0
42,344,cooking,0,0,0,0,0.0
42,220,cooking,1,0,0,0,1.0
42,49,dance,1,1,0,0,3.0
42,453,dance,0,0,0,0,0.0
43,27,education,1,0,0,0,1.0
43,76,comedy,1,1,0,0,3.0
43,149,comedy,1,0,0,0,1.0
43,60,education,1,0,0,0,1.0
43,348,education,1,0,0,0,1.0
43,134,education,1,0,0,0,1.0
44,166,gaming,1,0,0,0,1.0
44,444,dance,1,0,0,0,1.0
44,476,travel,1,0,0,0,1.0
44,394,travel,1,0,0,0,1.0
44,65,travel,0,0,0,0,0.0
44,260,cooking,1,0,0,0,1.0
44,34,travel,1,0,0,0,1.0
44,256,gaming,1,0,0,0,1.0
45,44,gaming,1,0,0,0,1.0
45,255,music,1,0,0,0,1.0
45,496,comedy,1,0,0,0,1.0
45,149,travel,1,0,0,0,1.0
45,65,comedy,1,1,0,0,3.0
45,16,music,1,0,0,0,1.0
46,468,cooking,1,0,0,0,1.0
46,427,cooking,1,0,0,0,1.0
46,351,gaming,0,0,0,0,0.0
46,376,comedy,1,0,0,0,1.0
46,144,cooking,1,1,0,0,3.0
46,437,cooking,1,1,0,0,3.0
46,439,gaming,1,1,0,1,6.0
46,282,cooking,1,0,0,0,1.0
46,322,cooking,1,0,0,0,1.0
46,204,education,1,0,0,0,1.0
46,364,gaming,1,0,0,0,1.0
46,121,cooking,0,0,0,0,0.0
46,112,dance,1,0,0,0,1.0
46,238,music,1,0,0,0,1.0
47,421,cooking,1,0,0,0,1.0
47,415,gaming,1,0,0,0,1.0
47,256,education,1,0,0,0,1.0
47,466,dance,1,0,0,0,1.0
47,231,cooking,1,0,0,1,4.0
47,434,cooking,1,0,0,0,1.0
47,122,education,1,0,0,1,4.0
47,387,gaming,1,1,0,0,3.0
47,159,dance,1,0,0,0,1.0
47,151,cooking,1,1,1,0,7.0
47,144,dance,0,0,0,0,0.0
48,368,dance,1,0,0,0,1.0
48,128,dance,1,1,0,0,3.0
48,299,gaming,1,0,0,0,1.0
48,44,cooking,0,0,0,0,0.0
48,165,cooking,0,0,0,0,0.0
48,246,travel,0,0,0,0,0.0
48,155,travel,1,1,1,0,7.0
48,19,travel,1,0,0,0,1.0
48,122,music,1,1,0,0,3.0
48,255,travel,1,0,0,0,1.0
48,270,travel,1,0,0,0,1.0
48,355,cooking,1,1,0,0,3.0
48,257,cooking,1,0,0,0,1.0
48,139,dance,1,0,0,0,1.0
48,53,travel,1,0,0,0,1.0
48,283,travel,0,0,0,0,0.0
48,322,travel,1,1,0,0,3.0
49,436,sports,1,1,1,0,7.0
49,213,sports,1,0,0,0,1.0
49,224,travel,1,0,0,1,4.0
49,490,sports,1,1,0,0,3.0
49,297,dance,1,0,0,0,1.0
49,438,cooking,1,1,1,0,7.0
49,310,sports,1,0,0,0,1.0
50,69,sports,0,0,0,0,0.0
50,409,comedy,1,1,0,0,3.0
50,96,education,1,0,0,1,4.0
50,459,comedy,1,0,0,0,1.0
50,40,education,1,1,0,0,3.0
50,42,cooking,0,0,0,0,0.0
50,475,education,1,0,0,0,1.0
50,258,sports,1,0,0,0,1.0
50,161,education,1,0,0,0,1.0
51,395,sports,1,0,0,0,1.0
51,143,education,1,0,0,0,1.0
51,188,dance,0,0,0,0,0.0
51,188,music,0,0,0,0,0.0
51,193,sports,0,0,0,0,0.0
51,238,music,1,0,0,0,1.0
51,336,sports,1,1,0,0,3.0
51,255,sports,1,1,0,0,3.0
51,449,music,1,0,0,0,1.0
51,248,sports,0,0,0,0,0.0
51,287,cooking,1,1,0,0,3.0
52,409,cooking,1,1,0,0,3.0
52,295,music,0,0,0,0,0.0
52,106,comedy,1,1,0,0,3.0
52,262,music,1,1,0,0,3.0
52,290,cooking,1,0,0,0,1.0
52,462,cooking,0,0,0,0,0.0
52,66,music,1,0,0,0,1.0
52,303,education,1,0,0,0,1.0
52,109,cooking,1,1,0,0,3.0
53,85,gaming,1,1,0,0,3.0
53,118,gaming,0,0,0,0,0.0
53,211,comedy,0,0,0,0,0.0
53,150,sports,1,0,0,0,1.0
53,236,music,1,1,0,0,3.0
53,90,sports,1,0,0,0,1.0
53,480,sports,0,0,0,0,0.0
53,198,sports,1,1,0,0,3.0
54,292,sports,0,0,0,0,0.0
54,100,cooking,0,0,0,0,0.0
54,180,sports,1,1,0,1,6.0
54,458,travel,1,0,0,0,1.0
54,317,cooking,1,1,0,0,3.0
54,445,travel,1,1,0,0,3.0
55,499,travel,1,1,0,0,3.0
55,452,dance,1,0,0,0,1.0
55,497,comedy,1,0,0,0,1.0
55,337,comedy,1,0,0,0,1.0
55,236,cooking,1,0,0,0,1.0
55,388,travel,0,0,0,0,0.0
55,336,travel,1,1,0,0,3.0
55,67,travel,1,0,0,0,1.0
55,446,cooking,0,0,0,0,0.0
55,276,travel,0,0,0,0,0.0
55,94,comedy,0,0,0,0,0.0
55,282,music,0,0,0,0,0.0
55,34,gaming,0,0,0,0,0.0
55,459,music,1,1,1,0,7.0
56,1,travel,1,0,0,0,1.0
56,281,dance,1,0,0,0,1.0
56,151,gaming,1,0,0,0,1.0
56,452,music,1,0,0,0,1.0
56,378,education,0,0,0,0,0.0
56,456,education,0,0,0,0,0.0
56,199,gaming,1,0,0,0,1.0
56,397,cooking,1,1,0,0,3.0
56,365,travel,1,1,0,0,3.0
56,429,dance,0,0,0,0,0.0
56,295,education,1,1,0,0,3.0
56,49,cooking,1,0,0,0,1.0
57,451,cooking,1,1,0,1,6.0
57,443,cooking,1,0,0,0,1.0
57,360,gaming,1,0,0,0,1.0
57,16,travel,0,0,0,0,0.0
57,182,travel,1,0,0,0,1.0
57,494,gaming,0,0,0,0,0.0
57,465,travel,1,0,0,0,1.0
57,45,cooking,1,0,0,0,1.0
57,260,sports,1,1,0,0,3.0
57,488,cooking,1,0,0,0,1.0
57,353,travel,1,0,0,0,1.0
57,124,cooking,1,0,0,0,1.0
57,56,comedy,1,1,0,0,3.0
58,237,gaming,1,0,0,0,1.0
58,262,dance,1,1,0,0,3.0
58,429,cooking,1,0,0,0,1.0
58,177,gaming,0,0,0,0,0.0
58,164,cooking,0,0,0,0,0.0
58,15,cooking,1,0,0,0,1.0
58,17,cooking,1,1,1,0,7.0
58,48,sports,1,0,0,1,4.0
58,291,dance,1,0,0,0,1.0
58,334,sports,1,0,0,0,1.0
58,398,gaming,1,0,0,0,1.0
59,276,travel,0,0,0,0,0.0
59,462,sports,1,0,0,0,1.0
59,416,sports,1,0,0,0,1.0
59,408,travel,1,0,0,0,1.0
59,485,sports,0,0,0,0,0.0
59,395,travel,1,0,0,0,1.0
59,428,sports,1,0,0,0,1.0
59,432,comedy,0,0,0,0,0.0
59,164,comedy,1,1,0,0,3.0
60,247,cooking,1,1,0,0,3.0
60,327,comedy,1,0,0,0,1.0
60,36,comedy,0,0,0,0,0.0
60,387,music,0,0,0,0,0.0
60,365,dance,0,0,0,0,0.0
60,28,music,1,0,0,0,1.0
60,288,cooking,0,0,0,0,0.0
60,159,comedy,1,0,0,0,1.0
61,202,travel,1,1,0,0,3.0
61,164,dance,1,1,0,0,3.0
61,242,dance,1,1,0,1,6.0
61,276,travel,1,0,0,0,1.0
61,314,dance,1,1,0,0,3.0
61,258,sports,0,0,0,0,0.0
61,491,travel,0,0,0,0,0.0
62,219,dance,0,0,0,0,0.0
62,289,dance,1,0,0,0,1.0
62,135,music,1,0,0,0,1.0
62,367,sports,1,0,0,0,1.0
62,287,sports,1,0,0,0,1.0
62,452,gaming,1,1,0,0,3.0
62,362,education,1,0,0,0,1.0
62,435,sports,1,0,0,1,4.0
62,75,education,1,0,0,0,1.0
62,74,education,1,1,0,0,3.0
62,27,education,1,0,0,0,1.0
62,257,sports,1,1,0,0,3.0
63,269,cooking,1,1,0,0,3.0
63,326,travel,1,0,0,0,1.0
63,220,music,1,1,0,0,3.0
63,57,music,1,1,1,0,7.0
64,416,dance,1,1,0,0,3.0
64,303,travel,1,0,0,0,1.0
64,315,travel,0,0,0,0,0.0
64,284,travel,0,0,0,0,0.0
64,286,dance,0,0,0,0,0.0
64,224,cooking,0,0,0,0,0.0
64,50,travel,1,1,0,0,3.0
64,291,dance,1,0,0,0,1.0
64,175,dance,1,0,0,0,1.0
64,390,comedy,1,0,0,0,1.0
64,116,gaming,1,1,0,0,3.0
64,146,music,1,1,0,0,3.0
64,422,travel,1,0,0,1,4.0
65,372,music,1,0,0,0,1.0
65,68,music,1,0,0,0,1.0
65,485,music,1,0,0,0,1.0
65,283,sports,1,0,0,0,1.0
65,204,education,1,1,0,1,6.0
65,228,education,1,0,0,1,4.0
65,335,sports,1,0,0,0,1.0
65,443,sports,1,1,0,0,3.0
65,299,music,1,0,0,0,1.0
65,168,sports,1,0,0,0,1.0
65,476,music,1,1,0,0,3.0
66,8,sports,1,0,0,0,1.0
66,152,music,1,0,0,0,1.0
66,80,comedy,0,0,0,0,0.0
66,443,music,1,0,0,1,4.0
66,146,sports,1,0,0,0,1.0
66,52,gaming,1,0,0,0,1.0
66,282,gaming,1,0,0,0,1.0
66,243,music,1,1,0,0,3.0
66,157,gaming,1,1,1,0,7.0
66,74,sports,1,0,0,0,1.0
66,160,sports,1,0,0,0,1.0
67,170,dance,0,0,0,0,0.0
67,13,dance,1,0,0,0,1.0
67,407,music,0,0,0,0,0.0
67,105,cooking,1,1,0,1,6.0
67,390,music,0,0,0,0,0.0
67,332,music,0,0,0,0,0.0
67,44,music,1,0,0,0,1.0
67,371,music,1,0,0,1,4.0
67,359,music,0,0,0,0,0.0
67,221,music,1,0,0,0,1.0
67,486,cooking,1,0,0,0,1.0
