visitor_id,age,ticket_type,visit_date,group_size,spend_amount,satisfaction_score,attractions_visited,time_spent_hours,return_visitor,feedback_text
112,43,Premium,2024-04-21,1,64.88263349780424,3.0,5,5.1333475829066515,0,Too crowded
113,37,Standard,2024-04-22,1,10.0,2.9,4,3.7859923244740785,0,Too crowded
114,60,Annual Pass,2024-04-23,1,131.108356419823,2.6,7,2.0379724930205496,0,Too crowded
115,27,Standard,2024-04-24,2,94.87053292468659,1.6,3,2.8079645233584083,0,Educational and fun
116,39,Standard,2024-04-25,1,50.787726850756805,1.9,4,3.0308952252331958,1,Educational and fun
117,17,Standard,2024-04-26,3,111.84444728775239,2.8,7,4.720095817144262,1,Amazing experience!
118,21,Premium,2024-04-27,2,36.95011849564304,1.1,5,3.4469461841149136,0,Amazing experience!
119,44,VIP,2024-04-28,2,121.02351865037156,2.0,6,2.802514085471718,1,Animals were active
120,18,Standard,2024-04-29,1,36.51716989487512,2.0,4,1.6313934712412221,1,Amazing experience!
121,42,Standard,2024-04-30,3,15.630936925595147,4.4,3,5.2934052094401896,0,Great day out
122,69,Standard,2024-05-01,1,77.77893936517134,1.1,5,7.4649653239751075,0,Educational and fun
123,39,Standard,2024-05-02,5,108.22710660644356,1.1,2,5.119868643204877,0,Educational and fun
124,57,Standard,2024-05-03,2,238.4202400804858,3.1,2,4.147621309353354,1,Great day out
125,14,Standard,2024-05-04,1,132.77070452764372,2.0,1,1.0,1,Educational and fun
126,5,Standard,2024-05-05,1,196.4387156651173,3.7,7,6.227362644431971,0,Educational and fun
127,47,Premium,2024-05-06,2,122.01661357447541,2.5,4,4.8715768007952445,1,Amazing experience!
128,22,VIP,2024-05-07,4,469.1250600089295,4.5,4,2.021351012565502,0,Too crowded
129,44,VIP,2024-05-08,2,33.496792875580155,2.5,4,4.053365803072907,1,Too crowded
130,66,Standard,2024-05-09,1,10.0,2.7,4,4.085374425973473,1,Great day out
131,19,Premium,2024-05-10,3,185.52770172019248,4.1,7,3.7786910556683733,0,Animals were active
132,64,Standard,2024-05-11,3,173.02840567568254,3.1,7,1.0,1,Animals were active
133,38,Premium,2024-05-12,1,282.6297162431505,3.8,5,3.171001490573075,0,Amazing experience!
134,39,Standard,2024-05-13,2,35.09446957836581,1.4,4,3.4781424558547855,0,Expensive
135,65,Premium,2024-05-14,4,269.65192702318484,4.9,2,1.4566570417066673,0,Too crowded
136,63,VIP,2024-05-15,1,79.75732478416411,1.8,6,2.9501059405755874,0,Animals were active
137,6,Premium,2024-05-16,3,95.43599686933491,4.0,2,7.7668769335900345,1,Amazing experience!
138,27,Standard,2024-05-17,5,10.0,4.3,4,6.23599935716416,1,Expensive
139,25,Standard,2024-05-18,1,22.36095883679061,3.0,5,3.2032725118402503,1,Expensive
140,9,Premium,2024-05-19,3,111.13680135158056,1.0,4,2.783690697013826,0,Amazing experience!
141,22,VIP,2024-05-20,4,208.52387920322047,2.0,6,1.9686348026458216,1,Educational and fun
142,38,Premium,2024-05-21,4,51.1879280375181,2.3,4,4.293264153908611,1,Educational and fun
143,31,Standard,2024-05-22,1,139.19729898828797,4.8,7,5.091842138714531,0,Amazing experience!
144,55,Standard,2024-05-23,3,115.35396996804616,3.7,3,2.321173039425157,1,Great day out
145,32,Standard,2024-05-24,1,127.18037446562886,2.9,5,1.6614712877672773,0,Too crowded
146,21,Standard,2024-05-25,3,83.2446508933308,2.2,6,6.054009977689491,0,Too crowded
147,5,Standard,2024-05-26,6,297.38005436556136,5.0,2,1.8222615031036211,1,Too crowded
148,31,Standard,2024-05-27,2,132.3759947024417,4.7,5,2.870579035911656,0,Amazing experience!
149,63,Premium,2024-05-28,3,35.64544614153193,2.6,5,4.418094982210734,1,Great day out
150,43,Standard,2024-05-29,5,49.21011201071204,4.0,4,2.9001544521251668,0,Great day out
151,58,Standard,2024-05-30,2,92.20287394695706,4.3,1,2.4163735800784854,1,Great day out
152,58,Standard,2024-05-31,3,23.808264021389025,1.1,3,2.540577796967683,0,Animals were active
153,40,Premium,2024-06-01,3,44.3377868909942,5.0,5,5.258121106705799,1,Great day out
154,22,VIP,2024-06-02,1,109.6766021681444,3.6,4,4.451284964060162,0,Amazing experience!
155,9,Standard,2024-06-03,2,254.94117250263432,3.8,6,2.3108938368046283,1,Expensive
156,50,Premium,2024-06-04,1,26.888064499472133,4.0,6,4.971991539446742,0,Great day out
157,36,Annual Pass,2024-06-05,1,10.01602889069433,3.2,3,3.02886822659276,0,Educational and fun
158,32,VIP,2024-06-06,2,112.63254884910053,1.0,3,5.0244369363675885,0,Animals were active
159,21,Standard,2024-06-07,3,24.07905235496557,4.9,2,1.5020161086138044,0,Amazing experience!
160,58,Premium,2024-06-08,2,151.62957369167546,4.0,1,6.124693498049468,0,Animals were active
161,18,Premium,2024-06-09,1,23.07502683702156,4.0,4,1.693843909048025,0,Animals were active
162,44,Standard,2024-06-10,1,10.804819098727549,2.3,2,5.420107211038329,1,Expensive
163,18,Standard,2024-06-11,3,28.279136888155783,3.2,3,3.468611566470309,0,Amazing experience!
164,6,Annual Pass,2024-06-12,6,174.59083787730563,4.9,5,3.8590648627548387,0,Too crowded
165,11,Standard,2024-06-13,5,83.46787107389122,1.3,5,4.3407994435845625,1,Expensive
166,26,Standard,2024-06-14,1,17.780190264088404,1.9,3,5.881754470684526,1,Too crowded
167,22,Standard,2024-06-15,3,304.64139691785095,4.5,3,1.0528455679250306,1,Amazing experience!
168,12,VIP,2024-06-16,3,235.35957967553603,3.5,1,4.647553768048674,1,Animals were active
169,47,Premium,2024-06-17,3,83.27665167300245,2.2,3,3.5687347910770475,1,Amazing experience!
170,42,Premium,2024-06-18,1,66.79610984746407,1.2,5,4.109488719265007,1,Great day out
171,59,Premium,2024-06-19,1,252.64143063313787,4.7,1,3.6487328725288943,1,Expensive
172,54,Premium,2024-06-20,6,17.70388255731418,3.4,1,5.427100788825788,1,Amazing experience!
173,53,Standard,2024-06-21,1,250.06904562820426,2.8,2,4.953806465746067,1,Expensive
174,40,VIP,2024-06-22,3,10.0,1.4,5,5.164604029471542,0,Too crowded
175,34,Premium,2024-06-23,2,50.7230687278046,4.3,3,3.2197463897683782,0,Animals were active
176,20,Standard,2024-06-24,6,29.555975202478525,3.5,1,3.2547002953594113,0,Amazing experience!
177,28,Annual Pass,2024-06-25,4,42.329961268942206,4.6,4,3.846916710127994,1,Educational and fun
178,57,Premium,2024-06-26,2,62.245680437324815,1.1,7,5.702764268480054,0,Amazing experience!
179,60,Premium,2024-06-27,1,127.05293620388252,2.0,2,4.175156335404747,1,Too crowded
180,52,Standard,2024-06-28,3,48.555062462004905,1.7,6,5.605808771697041,0,Animals were active
181,25,VIP,2024-06-29,1,25.124718858357262,2.0,4,3.309295503776308,1,Expensive
182,13,Standard,2024-06-30,1,35.32454906261398,3.6,4,2.8432328973220864,0,Educational and fun
183,60,Standard,2024-07-01,6,54.5197490072121,3.2,5,4.773057828924372,1,Amazing experience!
184,45,Premium,2024-07-02,1,10.069406377024006,4.3,1,3.2544327835931526,0,Great day out
185,47,Standard,2024-07-03,6,287.77351258781346,3.0,3,2.2770194100975454,0,Educational and fun
186,16,Premium,2024-07-04,2,12.013879173135757,4.3,4,3.954308088590804,0,Too crowded
187,28,Standard,2024-07-05,3,84.1662859683978,4.7,4,4.312945161480119,0,Expensive
188,48,Premium,2024-07-06,4,10.0,2.7,3,3.1746739848584484,0,Amazing experience!
189,24,Annual Pass,2024-07-07,1,24.681963218663086,4.3,3,2.834161681931974,0,Too crowded
190,39,Standard,2024-07-08,1,42.53364238449181,1.6,1,3.877287427122357,0,Amazing experience!
191,39,Premium,2024-07-09,2,27.470503074209752,3.9,3,3.7656621030319415,1,Too crowded
192,53,Premium,2024-07-10,4,137.6001506302475,3.6,3,5.99926177315343,0,Animals were active
193,9,Standard,2024-07-11,4,10.0,2.2,2,4.127967881118979,0,Great day out
194,52,Premium,2024-07-12,3,106.92496387226511,1.6,5,4.904298591843011,1,Amazing experience!
195,51,Premium,2024-07-13,1,12.521895855151516,2.9,7,4.499425988449959,0,Expensive
196,59,VIP,2024-07-14,3,10.0,2.8,1,3.905792282162514,1,Too crowded
197,5,Standard,2024-07-15,4,64.6028902818866,3.8,1,3.7329074855481856,1,Animals were active
198,26,Standard,2024-07-16,1,71.7418977611459,3.3,3,4.831410011549681,1,Too crowded
199,40,Standard,2024-07-17,2,111.99219449470107,2.3,4,2.6189116099606053,0,Animals were active
200,67,Standard,2024-07-18,2,32.767062941366945,2.8,6,1.0955594918787175,1,Animals were active
201,9,VIP,2024-07-19,4,107.00930479088724,4.8,4,3.4866229381208673,0,Educational and fun
202,51,Premium,2024-07-20,1,28.131306525063536,1.1,5,4.346814530096681,0,Animals were active
203,54,VIP,2024-07-21,3,59.926931145836384,1.4,2,5.906611799752893,1,Educational and fun
204,60,VIP,2024-07-22,1,204.55222649002,4.9,6,3.444720708432894,1,Great day out
205,40,Premium,2024-07-23,1,89.58737684628544,4.3,4,5.110708616624076,1,Expensive
206,19,Standard,2024-07-24,5,153.07484181543194,3.1,4,5.517167345058102,0,Amazing experience!
207,53,Premium,2024-07-25,1,10.0,4.2,9,2.1236912850586083,0,Animals were active
208,43,VIP,2024-07-26,1,42.22360611917991,4.6,3,3.7725697332558967,0,Animals were active
209,20,Standard,2024-07-27,3,192.4863312176987,3.3,5,3.267845987402145,1,Too crowded
210,58,Premium,2024-07-28,2,10.0,4.1,4,3.1226324356325734,0,Amazing experience!
211,34,Annual Pass,2024-07-29,2,140.48747248060317,3.0,6,4.549910486679905,1,Animals were active
212,62,Premium,2024-07-30,1,170.8415823647329,1.8,2,3.001999784248369,1,Great day out
213,45,Premium,2024-07-31,1,102.34462284688576,2.4,4,2.073290099209775,1,Expensive
214,22,Premium,2024-08-01,2,31.070564529427898,1.6,6,3.5900593779592183,0,Great day out
215,67,Premium,2024-08-02,2,10.0,1.9,4,1.9047013238622652,0,Too crowded
216,33,Standard,2024-08-03,5,185.564864056889,1.2,3,4.514096633211339,1,Too crowded
217,64,Standard,2024-08-04,3,17.66465851842395,1.3,5,3.2339519277641813,1,Expensive
218,7,Standard,2024-08-05,2,11.22018229177284,1.5,4,1.2434833519905966,0,Great day out
219,14,VIP,2024-08-06,3,81.73213377992033,1.4,4,4.228914854055111,1,Great day out
220,61,VIP,2024-08-07,2,10.0,3.0,5,4.846127971006831,1,Animals were active
221,23,Standard,2024-08-08,2,95.09930500487337,3.2,1,1.8527381251292256,0,Too crowded
222,18,Standard,2024-08-09,2,14.628047627426856,3.2,12,2.588058960367701,0,Great day out
223,54,Standard,2024-08-10,2,47.21003004116962,2.3,2,5.083333159073318,0,Expensive
224,37,Standard,2024-08-11,4,164.5580273159749,3.0,3,2.3675782905856084,0,Animals were active
225,68,Standard,2024-08-12,4,225.7826392544857,2.8,6,4.263912667046328,0,Animals were active
226,44,Standard,2024-08-13,3,166.2121871141305,1.1,4,3.8621109021881797,1,Too crowded
227,69,Standard,2024-08-14,2,167.01965422193265,5.0,3,3.5126108271842296,0,Animals were active
228,36,Standard,2024-08-15,1,74.58145531212908,4.7,4,2.5842603342072987,0,Too crowded
229,36,Standard,2024-08-16,1,68.02297986415212,4.3,3,3.8178657239060256,0,Educational and fun
230,24,Standard,2024-08-17,6,12.08895921691292,2.8,3,6.12867120043337,1,Animals were active
231,40,Standard,2024-08-18,1,98.29566406690206,2.4,4,2.819863377548082,0,Animals were active
232,38,VIP,2024-08-19,3,186.3846838193261,4.5,1,3.7074009101569505,0,Educational and fun
233,37,Standard,2024-08-20,1,59.30620808963653,2.9,4,4.091416077623187,0,Expensive
234,26,VIP,2024-08-21,2,43.90564626112668,2.2,4,2.6933249255097493,0,Amazing experience!
235,34,Annual Pass,2024-08-22,1,165.3317766403676,4.6,2,2.6748917031882753,1,Expensive
236,67,Premium,2024-08-23,4,226.14494215234433,1.4,2,3.7818041641041296,0,Animals were active
237,51,Standard,2024-08-24,2,37.36086908729109,3.8,2,3.6147326221168474,1,Educational and fun
238,12,VIP,2024-08-25,1,145.72830976674788,4.9,8,3.203330877173138,0,Expensive
239,32,Premium,2024-08-26,2,124.10726329754826,4.3,3,3.2208042681256135,0,Amazing experience!
240,49,Standard,2024-08-27,2,57.5262698633601,2.0,5,3.5689899559935,0,Amazing experience!
241,60,Standard,2024-08-28,3,111.11798598490105,2.5,7,3.8415392909568227,0,Expensive
242,59,Premium,2024-08-29,3,39.73020977758562,1.0,4,3.2272566818441675,0,Animals were active
243,69,Standard,2024-08-30,1,195.48505138007613,2.3,7,5.386518017835758,0,Amazing experience!
244,9,Standard,2024-08-31,3,13.820070237538694,2.9,1,3.551926974637001,0,Too crowded
245,59,Standard,2024-09-01,2,147.00384802662393,4.9,2,3.7740197500897894,0,Animals were active
246,16,Premium,2024-09-02,1,10.0,4.7,6,3.986882808727236,1,Expensive
247,14,Standard,2024-09-03,2,186.07237677097834,2.4,4,6.766729174339306,0,Animals were active
248,49,VIP,2024-09-04,4,482.7594160586066,3.3,1,7.0370318278145545,1,Educational and fun
249,42,VIP,2024-09-05,2,169.68111316843402,5.0,6,4.107606630065449,1,Expensive
250,37,Premium,2024-09-06,4,55.11389457886671,3.8,2,5.419340332153908,0,Too crowded
251,65,Standard,2024-09-07,3,51.96450391202269,4.4,2,2.908279176274544,0,Amazing experience!
252,51,Annual Pass,2024-09-08,5,332.0629361863349,2.1,5,3.594664829874493,1,Animals were active
253,11,VIP,2024-09-09,2,95.10300694650356,4.6,5,4.554360546281464,0,Great day out
254,15,Premium,2024-09-10,1,115.59037942271675,4.2,6,1.0,1,Too crowded
255,16,Standard,2024-09-11,6,88.76990715163677,4.4,2,5.923180989725477,1,Educational and fun
256,52,Annual Pass,2024-09-12,1,36.41085687530526,2.7,3,6.927991183207926,0,Educational and fun
257,29,Standard,2024-09-13,6,78.56403470168736,2.0,2,3.854297288508112,1,Educational and fun
258,43,Premium,2024-09-14,1,105.58427157908618,3.6,4,5.721307722540921,0,Educational and fun
259,28,Premium,2024-09-15,3,331.0950811601299,1.7,4,2.964908067878124,1,Great day out
260,25,VIP,2024-09-16,1,39.63994025216777,4.7,1,7.231994224395755,0,Educational and fun
261,24,Standard,2024-09-17,1,178.78779773365963,2.6,6,2.6881404095865626,0,Too crowded
262,48,Standard,2024-09-18,1,129.2585056170035,1.9,6,1.696895436908207,0,Great day out
263,52,Standard,2024-09-19,1,10.0,2.3,4,2.0851472296991505,0,Animals were active
264,10,Standard,2024-09-20,1,128.581307332856,2.4,1,4.521994300730859,1,Amazing experience!
265,35,Premium,2024-09-21,1,223.87295323709697,4.8,6,1.7998994860503252,0,Animals were active
266,40,Standard,2024-09-22,2,90.03977745836025,3.9,1,4.739681794271082,0,Too crowded
267,41,Standard,2024-09-23,3,29.43025631919157,1.6,3,5.5961204386145,1,Great day out
268,38,Premium,2024-09-24,4,10.0,4.0,6,4.137441904068637,0,Animals were active
269,10,Annual Pass,2024-09-25,5,69.78744249770567,2.3,2,2.237369683884581,0,Amazing experience!
270,64,Standard,2024-09-26,5,10.0,4.9,4,3.02660852189648,0,Amazing experience!
271,35,Premium,2024-09-27,3,97.2264383552104,4.7,4,3.5752968583050877,1,Amazing experience!
272,34,Standard,2024-09-28,3,55.263324474624085,4.6,5,3.7929122793231276,0,Animals were active
273,23,Premium,2024-09-29,3,176.76784684433716,4.0,8,3.351632639976449,0,Too crowded
274,26,Standard,2024-09-30,1,113.26765373143064,4.3,6,4.114642935157354,0,Great day out
275,33,Standard,2024-10-01,1,94.3121972115646,2.2,3,4.448095868150337,0,Too crowded
276,23,Standard,2024-10-02,1,20.995218513196324,1.1,3,7.8080255208706015,0,Expensive
277,52,Standard,2024-10-03,2,40.84351542179833,1.2,1,4.106720282005917,1,Animals were active
278,57,Premium,2024-10-04,1,43.138793380760276,2.6,4,3.4661249724421266,1,Great day out
279,40,Premium,2024-10-05,3,93.7639612949136,4.2,1,3.1097133557084256,1,Too crowded
280,23,Standard,2024-10-06,5,35.326629029627476,1.6,6,6.200492214416663,0,Educational and fun
281,8,Premium,2024-10-07,3,301.25292373186363,3.9,3,4.77219206212246,1,Animals were active
282,19,Standard,2024-10-08,2,10.0,4.2,3,5.2573596661946524,1,Educational and fun
283,67,Premium,2024-10-09,2,116.62712916432896,1.7,5,4.0077606682177045,1,Great day out
284,10,Annual Pass,2024-10-10,4,98.07833886799095,3.6,4,4.1329849850516,0,Educational and fun
285,69,Standard,2024-10-11,1,191.77481917162436,2.1,4,4.837559066016241,0,Too crowded
286,8,VIP,2024-10-12,1,146.3460780468544,4.0,2,1.4626331611298822,0,Animals were active
287,30,VIP,2024-10-13,5,90.95522545999167,2.0,3,4.178077512399664,0,Expensive
288,69,VIP,2024-10-14,2,13.378471893956874,2.2,1,4.837650139237808,1,Too crowded
289,8,Annual Pass,2024-10-15,2,167.6229496470208,2.7,1,2.0735192107198457,0,Great day out
290,40,VIP,2024-10-16,4,13.0980102648583,1.2,3,3.8242656251495113,1,Educational and fun
291,8,VIP,2024-10-17,3,20.678248478451113,2.1,4,4.860224180087296,0,Amazing experience!
292,30,Standard,2024-10-18,3,28.52787729147421,3.3,5,5.212244384089204,1,Animals were active
