feedback_id,visitor_id,rating,category,feedback_date,sentiment_score,would_recommend
34,11394,4,Staff,2024-01-02 09:00:00,0.3856038713676594,1
35,1615,5,Animals,2024-01-02 10:00:00,0.6423211324908517,1
36,22082,4,Staff,2024-01-02 11:00:00,0.5676267344383584,1
37,49673,4,Animals,2024-01-02 12:00:00,0.32802717432600215,0
38,20087,3,Value,2024-01-02 13:00:00,0.0007192780602586213,1
39,836,4,Staff,2024-01-02 14:00:00,0.6638366020888768,1
40,49252,3,Food,2024-01-02 15:00:00,0.31302614156712816,0
41,29403,3,Food,2024-01-02 16:00:00,0.7094216659978826,1
42,40358,2,Value,2024-01-02 17:00:00,0.6814105530063228,1
43,34067,3,Animals,2024-01-02 18:00:00,0.1867581110479445,1
44,35771,1,Facilities,2024-01-02 19:00:00,0.6047377988108085,1
45,25266,2,Food,2024-01-02 20:00:00,0.8544984968323861,0
46,2494,1,Animals,2024-01-02 21:00:00,0.38108913011154777,1
47,6903,4,Food,2024-01-02 22:00:00,0.7407650229918336,1
48,38427,3,Staff,2024-01-02 23:00:00,0.2053686897801449,1
49,28437,5,Animals,2024-01-03 00:00:00,0.16098608547712556,0
50,26527,5,Food,2024-01-03 01:00:00,0.8369980712622423,1
51,13195,1,Animals,2024-01-03 02:00:00,0.5894803755259579,1
52,11353,5,Animals,2024-01-03 03:00:00,0.27662951088650467,1
53,18297,5,Staff,2024-01-03 04:00:00,0.5007056713736308,0
54,24677,3,Facilities,2024-01-03 05:00:00,0.16175205513207325,0
55,17477,4,Staff,2024-01-03 06:00:00,0.6910104743254006,1
56,34638,5,Animals,2024-01-03 07:00:00,0.0670792069092565,1
57,43562,2,Food,2024-01-03 08:00:00,0.17507464004833695,1
58,4314,3,Facilities,2024-01-03 09:00:00,0.9585004871850077,1
59,11219,3,Facilities,2024-01-03 10:00:00,0.1570925726112835,1
60,7282,4,Food,2024-01-03 11:00:00,0.20150031364577425,1
61,43986,4,Facilities,2024-01-03 12:00:00,0.8706537554641779,1
62,38982,5,Animals,2024-01-03 13:00:00,0.9202640154724615,1
63,2234,5,Food,2024-01-03 14:00:00,0.7403378648373643,1
64,10048,5,Value,2024-01-03 15:00:00,0.1446151095259074,0
65,28707,4,Staff,2024-01-03 16:00:00,0.8854293702814842,1
66,24151,5,Food,2024-01-03 17:00:00,0.811667126815502,1
67,47375,2,Facilities,2024-01-03 18:00:00,0.5494597393004115,1
68,8273,5,Facilities,2024-01-03 19:00:00,0.699939790784172,1
69,40111,5,Animals,2024-01-03 20:00:00,0.16371067218486846,1
70,6808,5,Facilities,2024-01-03 21:00:00,0.04352876327116373,1
71,38720,4,Animals,2024-01-03 22:00:00,0.23846630873771268,1
72,49757,4,Value,2024-01-03 23:00:00,0.9301215077529402,1
73,46210,5,Facilities,2024-01-04 00:00:00,0.4847252745070477,1
74,2994,4,Animals,2024-01-04 01:00:00,0.12594514964605763,0
75,29874,4,Value,2024-01-04 02:00:00,0.37185499980415126,1
76,46043,4,Staff,2024-01-04 03:00:00,0.5869188112102814,1
77,42952,3,Facilities,2024-01-04 04:00:00,0.6097325022709689,1
78,18992,3,Staff,2024-01-04 05:00:00,0.642339080184287,0
79,1212,3,Value,2024-01-04 06:00:00,0.10405921865138212,1
80,39902,5,Staff,2024-01-04 07:00:00,0.29273835716200414,1
81,23609,3,Food,2024-01-04 08:00:00,0.2501425016981942,0
82,25720,3,Staff,2024-01-04 09:00:00,0.5669955739766702,0
83,10946,5,Food,2024-01-04 10:00:00,0.10878821990388843,1
84,21407,4,Food,2024-01-04 11:00:00,0.35411656848459305,1
85,42760,3,Staff,2024-01-04 12:00:00,0.24479260478706377,0
86,15417,5,Food,2024-01-04 13:00:00,0.8654432402982056,1
87,27430,3,Animals,2024-01-04 14:00:00,0.8428500487204764,1
88,49343,4,Facilities,2024-01-04 15:00:00,0.9837669985909951,1
89,47542,5,Food,2024-01-04 16:00:00,0.9889602035676307,0
90,17369,5,Animals,2024-01-04 17:00:00,0.9696402241474705,1
91,3412,3,Animals,2024-01-04 18:00:00,0.5816633018581955,1
92,22571,2,Food,2024-01-04 19:00:00,0.6783427328438348,0
93,34289,1,Facilities,2024-01-04 20:00:00,0.26309450345134466,1
94,4071,3,Staff,2024-01-04 21:00:00,0.3203295092999304,0
95,47052,2,Food,2024-01-04 22:00:00,0.7550535252125856,1
96,23645,3,Animals,2024-01-04 23:00:00,0.44743396883336095,1
97,2898,5,Staff,2024-01-05 00:00:00,0.6588274523378925,0
98,18082,4,Food,2024-01-05 01:00:00,0.39251500827988894,1
99,23356,2,Facilities,2024-01-05 02:00:00,0.4321809580834556,0
100,45024,2,Staff,2024-01-05 03:00:00,0.6467103157472855,1
101,23395,5,Facilities,2024-01-05 04:00:00,0.41803745182947794,0
102,9669,4,Food,2024-01-05 05:00:00,0.23275946159391137,1
103,6900,5,Animals,2024-01-05 06:00:00,0.13001105828178494,0
104,14142,3,Staff,2024-01-05 07:00:00,0.6300575680245045,1
105,2766,3,Animals,2024-01-05 08:00:00,0.35524725443704885,1
106,541,2,Staff,2024-01-05 09:00:00,0.975612251183811,1
107,32150,5,Food,2024-01-05 10:00:00,0.594201587181168,0
108,30198,4,Animals,2024-01-05 11:00:00,0.9980132889720911,1
109,771,3,Value,2024-01-05 12:00:00,0.671747293381097,1
110,9962,4,Facilities,2024-01-05 13:00:00,0.7702762614539546,1
111,17421,3,Staff,2024-01-05 14:00:00,0.5980342350925766,1
112,29503,5,Value,2024-01-05 15:00:00,0.22840797420787806,1
113,7910,4,Food,2024-01-05 16:00:00,0.1926630058702875,1
114,41379,5,Facilities,2024-01-05 17:00:00,0.7500185516613643,1
115,8220,3,Value,2024-01-05 18:00:00,0.708132856366135,1
116,45751,3,Facilities,2024-01-05 19:00:00,0.3352773032012786,1
117,48449,4,Animals,2024-01-05 20:00:00,0.5421133956936082,1
118,28181,3,Food,2024-01-05 21:00:00,0.770574339999856,0
119,42765,5,Facilities,2024-01-05 22:00:00,0.9204244013808073,1
120,46749,4,Food,2024-01-05 23:00:00,0.4646106180404418,0
121,25293,5,Value,2024-01-06 00:00:00,0.24819979248408153,1
122,31995,5,Animals,2024-01-06 01:00:00,0.7417445520987321,1
123,32415,5,Food,2024-01-06 02:00:00,0.504592378366903,1
124,23310,5,Food,2024-01-06 03:00:00,0.4419516480589898,1
125,38826,3,Food,2024-01-06 04:00:00,0.954838169120613,0
126,37995,4,Food,2024-01-06 05:00:00,0.2695223980070637,1
127,47994,4,Food,2024-01-06 06:00:00,0.6819278935602708,1
128,26604,4,Food,2024-01-06 07:00:00,0.4943216173084606,1
129,9586,3,Animals,2024-01-06 08:00:00,0.5871430341271341,0
130,35007,5,Value,2024-01-06 09:00:00,0.6635167484357045,1
131,41168,3,Staff,2024-01-06 10:00:00,0.6725967323861095,0
132,9964,4,Animals,2024-01-06 11:00:00,0.8948897367418218,1
133,18478,5,Facilities,2024-01-06 12:00:00,0.5646623615903824,1
134,12026,3,Value,2024-01-06 13:00:00,0.4718178520795565,1
135,23434,4,Staff,2024-01-06 14:00:00,0.68404844453204,1
136,27399,4,Value,2024-01-06 15:00:00,0.378278526781891,1
137,22473,5,Food,2024-01-06 16:00:00,0.22729640676486496,1
138,28924,5,Value,2024-01-06 17:00:00,0.34591620105737564,1
139,15015,3,Staff,2024-01-06 18:00:00,0.38490250101197476,1
140,4119,4,Facilities,2024-01-06 19:00:00,0.42319791309293553,1
141,15373,4,Food,2024-01-06 20:00:00,0.8306164701700262,1
142,1686,3,Facilities,2024-01-06 21:00:00,0.6315187521677983,1
143,24037,5,Food,2024-01-06 22:00:00,0.0433742590235785,1
144,11325,5,Food,2024-01-06 23:00:00,0.5801135284233871,1
145,30115,4,Animals,2024-01-07 00:00:00,0.18219773515949944,1
146,40103,4,Animals,2024-01-07 01:00:00,0.30709032399119673,1
147,5087,5,Staff,2024-01-07 02:00:00,0.7895825332537543,1
148,48392,4,Value,2024-01-07 03:00:00,0.6095853233276122,0
149,7930,4,Animals,2024-01-07 04:00:00,0.3414659611561265,1
150,7357,1,Facilities,2024-01-07 05:00:00,0.2968746449655444,1
151,36571,4,Facilities,2024-01-07 06:00:00,0.14334328647407857,0
152,4139,2,Animals,2024-01-07 07:00:00,0.276556905725435,1
153,6862,5,Animals,2024-01-07 08:00:00,0.653358246236497,0
154,42116,5,Value,2024-01-07 09:00:00,0.6271093602980801,1
155,44850,2,Animals,2024-01-07 10:00:00,0.3749795323463829,1
156,41545,5,Facilities,2024-01-07 11:00:00,0.4114455435996447,1
157,16957,5,Facilities,2024-01-07 12:00:00,0.5763239096579342,1
158,25941,3,Food,2024-01-07 13:00:00,0.374993011121482,1
159,23045,5,Staff,2024-01-07 14:00:00,0.7115163989690333,1
160,43560,1,Facilities,2024-01-07 15:00:00,0.08762634775742295,1
161,18308,3,Animals,2024-01-07 16:00:00,0.5789929124691993,1
162,12882,4,Facilities,2024-01-07 17:00:00,0.9546033320550331,0
163,4690,5,Staff,2024-01-07 18:00:00,0.6794143565751354,1
164,43348,4,Animals,2024-01-07 19:00:00,0.4202153419537027,1
165,45526,2,Value,2024-01-07 20:00:00,0.3405987115738458,1
166,6438,3,Value,2024-01-07 21:00:00,0.7167361977525621,1
167,7756,5,Food,2024-01-07 22:00:00,0.575754882646832,1
168,43915,5,Food,2024-01-07 23:00:00,0.6932796842149905,1
169,8234,4,Value,2024-01-08 00:00:00,0.2649365996026627,1
170,17410,5,Value,2024-01-08 01:00:00,0.5197786623537651,0
171,40435,5,Staff,2024-01-08 02:00:00,0.14278517093432708,1
172,40631,3,Animals,2024-01-08 03:00:00,0.14970083352366403,1
173,17512,3,Value,2024-01-08 04:00:00,0.5000742179210496,1
174,14309,4,Food,2024-01-08 05:00:00,0.9576239921348116,0
175,28440,4,Animals,2024-01-08 06:00:00,0.25441770355378357,1
176,46262,4,Value,2024-01-08 07:00:00,0.6648782688446884,1
177,5756,5,Animals,2024-01-08 08:00:00,0.1778799618154564,1
178,2947,5,Food,2024-01-08 09:00:00,0.7063966347861305,1
179,40147,5,Facilities,2024-01-08 10:00:00,0.9724462169107362,1
180,6459,5,Animals,2024-01-08 11:00:00,0.023324309771649343,1
181,47935,4,Animals,2024-01-08 12:00:00,0.6830297029622688,0
182,5485,4,Facilities,2024-01-08 13:00:00,0.48352584708102087,1
183,33712,5,Food,2024-01-08 14:00:00,0.6476702921674332,1
184,33357,2,Value,2024-01-08 15:00:00,0.18475383960888392,0
185,37024,3,Animals,2024-01-08 16:00:00,0.6279641943398887,1
186,31658,2,Facilities,2024-01-08 17:00:00,0.5590835918528123,1
187,17123,5,Facilities,2024-01-08 18:00:00,0.9938706518888986,1
188,5488,4,Value,2024-01-08 19:00:00,0.2950082196346894,1
189,46486,5,Staff,2024-01-08 20:00:00,0.7885901016449671,1
190,12558,5,Facilities,2024-01-08 21:00:00,0.9752323218062695,1
191,35486,5,Facilities,2024-01-08 22:00:00,0.8992158926930718,0
192,44703,4,Food,2024-01-08 23:00:00,0.2115164061017597,1
193,14364,4,Facilities,2024-01-09 00:00:00,0.5522261120640871,1
194,34834,4,Value,2024-01-09 01:00:00,0.8864954266560429,1
195,4873,4,Staff,2024-01-09 02:00:00,0.7110144919591149,1
196,6112,4,Staff,2024-01-09 03:00:00,0.6208792846210518,1
197,2488,5,Food,2024-01-09 04:00:00,0.3291498784470487,1
198,21790,3,Facilities,2024-01-09 05:00:00,0.7161109568021539,1
199,505,2,Animals,2024-01-09 06:00:00,0.09859854339791585,1
200,24660,3,Value,2024-01-09 07:00:00,0.7186034754359337,0
201,22425,4,Facilities,2024-01-09 08:00:00,0.5830844160574229,1
202,22261,2,Animals,2024-01-09 09:00:00,0.38375489003619956,1
203,22001,5,Staff,2024-01-09 10:00:00,0.9350924781417366,0
204,37296,4,Facilities,2024-01-09 11:00:00,0.5522933222788615,1
205,6609,4,Food,2024-01-09 12:00:00,0.5993879779410183,1
206,42927,3,Facilities,2024-01-09 13:00:00,0.9966223404219574,1
207,48134,2,Value,2024-01-09 14:00:00,0.7211426446460532,1
208,24294,5,Facilities,2024-01-09 15:00:00,0.16419517559207597,1
209,3339,4,Staff,2024-01-09 16:00:00,0.7414781382437967,1
210,2085,2,Food,2024-01-09 17:00:00,0.2537642518280798,1
211,29805,2,Staff,2024-01-09 18:00:00,0.9618891361944846,1
212,24176,5,Value,2024-01-09 19:00:00,0.6674460293180372,0
213,46097,4,Staff,2024-01-09 20:00:00,0.405197542475349,1
214,15080,5,Value,2024-01-09 21:00:00,0.21869606845189948,0
215,30200,3,Facilities,2024-01-09 22:00:00,0.4119385580640603,1
216,22622,3,Value,2024-01-09 23:00:00,0.27912938192934933,1
217,24343,4,Value,2024-01-10 00:00:00,0.4428933381051877,1
218,9754,4,Food,2024-01-10 01:00:00,0.8258801228336476,0
219,23821,5,Facilities,2024-01-10 02:00:00,0.7507581887927702,1
220,19191,5,Facilities,2024-01-10 03:00:00,0.6133163547258386,1
221,20092,5,Facilities,2024-01-10 04:00:00,0.26121335160325065,1
222,1545,5,Facilities,2024-01-10 05:00:00,0.001957280234403558,1
223,9964,4,Food,2024-01-10 06:00:00,0.6737630001068535,1
224,12489,4,Food,2024-01-10 07:00:00,0.9882658036542734,1
225,34228,4,Facilities,2024-01-10 08:00:00,0.32461097513808945,1
226,44909,3,Value,2024-01-10 09:00:00,0.6846186851324764,1
227,22723,3,Facilities,2024-01-10 10:00:00,0.5132626221290976,0
228,11056,4,Facilities,2024-01-10 11:00:00,0.7241762066461396,0
229,43152,4,Staff,2024-01-10 12:00:00,0.37583611310075493,1
230,8647,3,Food,2024-01-10 13:00:00,0.9028729577382437,1
231,14976,4,Staff,2024-01-10 14:00:00,0.016020484391473966,1
232,26939,4,Staff,2024-01-10 15:00:00,0.08292770404250893,1
233,23325,4,Animals,2024-01-10 16:00:00,0.2712158158886513,1
234,47949,3,Food,2024-01-10 17:00:00,0.08122696409720265,1
235,37683,2,Staff,2024-01-10 18:00:00,0.2343025625951578,1
236,23219,4,Food,2024-01-10 19:00:00,0.40630032252952286,1
237,39593,3,Value,2024-01-10 20:00:00,0.5495100985344622,1
238,22241,4,Staff,2024-01-10 21:00:00,0.17869760318078576,0
239,32511,4,Value,2024-01-10 22:00:00,0.4039446014982154,1
240,16634,4,Food,2024-01-10 23:00:00,0.279253228552821,1
241,41745,4,Animals,2024-01-11 00:00:00,0.2305276049149344,1
242,6824,5,Animals,2024-01-11 01:00:00,0.6790356320286071,1
243,47122,5,Facilities,2024-01-11 02:00:00,0.5342115051003364,1
244,3811,2,Facilities,2024-01-11 03:00:00,0.6302045716340925,1
245,8571,3,Facilities,2024-01-11 04:00:00,0.10463194037989698,0
246,15934,4,Food,2024-01-11 05:00:00,0.4611066522640682,0
247,23706,4,Value,2024-01-11 06:00:00,0.27929439709247195,0
248,44117,5,Animals,2024-01-11 07:00:00,0.5439434079968921,0
249,20523,5,Facilities,2024-01-11 08:00:00,0.25950366498502764,1
250,28135,2,Facilities,2024-01-11 09:00:00,0.9074793385016886,0
251,12012,4,Staff,2024-01-11 10:00:00,0.6765317298776591,0
252,24883,3,Staff,2024-01-11 11:00:00,0.49344227525527706,1
253,42879,5,Food,2024-01-11 12:00:00,0.10080891779496193,1
254,27433,2,Staff,2024-01-11 13:00:00,0.45072073231030996,1
255,34862,5,Food,2024-01-11 14:00:00,0.1459431286278402,1
256,11621,5,Animals,2024-01-11 15:00:00,0.48829996455293245,1
257,36866,3,Food,2024-01-11 16:00:00,0.6750530396314477,1
258,24061,2,Value,2024-01-11 17:00:00,0.477913033767018,1
259,31854,4,Facilities,2024-01-11 18:00:00,0.1288721769728821,1
260,1883,4,Value,2024-01-11 19:00:00,0.8845188478302192,0
261,13617,3,Value,2024-01-11 20:00:00,0.395892632034472,0
262,31481,3,Animals,2024-01-11 21:00:00,0.3054038527670969,1
263,28654,3,Facilities,2024-01-11 22:00:00,0.9124029814803895,1
264,49481,3,Animals,2024-01-11 23:00:00,0.289375831720009,1
265,15379,4,Value,2024-01-12 00:00:00,0.09349903260230186,0
266,6611,4,Value,2024-01-12 01:00:00,0.7635284612414193,1
267,2120,2,Value,2024-01-12 02:00:00,0.897838313855862,1
268,48171,4,Value,2024-01-12 03:00:00,0.9492584616610799,1
269,2959,5,Animals,2024-01-12 04:00:00,0.853796367942181,0
270,1083,1,Animals,2024-01-12 05:00:00,0.38302279113510906,1
271,44553,4,Staff,2024-01-12 06:00:00,0.2674138013051598,1
272,10205,5,Animals,2024-01-12 07:00:00,0.5481264485065376,1
273,34534,4,Staff,2024-01-12 08:00:00,0.6833555683142594,1
274,10466,4,Staff,2024-01-12 09:00:00,0.3472661546863576,0
275,10110,4,Staff,2024-01-12 10:00:00,0.7074646362485009,1
276,9311,4,Staff,2024-01-12 11:00:00,0.39670248534210684,1
277,49101,5,Staff,2024-01-12 12:00:00,0.13330982610403297,0
278,19731,3,Food,2024-01-12 13:00:00,0.6305181260199679,1
279,25421,5,Value,2024-01-12 14:00:00,0.10865361407260199,1
280,12836,4,Animals,2024-01-12 15:00:00,0.9673171271789611,1
281,28305,2,Animals,2024-01-12 16:00:00,0.7920543545972074,1
282,38831,4,Value,2024-01-12 17:00:00,0.31398729379809687,0
283,11906,3,Value,2024-01-12 18:00:00,0.06514930077660253,0
284,33327,4,Facilities,2024-01-12 19:00:00,0.6563729860965171,1
285,22804,1,Facilities,2024-01-12 20:00:00,0.8872004435785913,1
286,10203,5,Facilities,2024-01-12 21:00:00,0.9321377355948277,1
287,39227,4,Staff,2024-01-12 22:00:00,0.7636459925938228,1
288,26703,3,Value,2024-01-12 23:00:00,0.305816017176612,1
289,29836,5,Value,2024-01-13 00:00:00,0.34832804957726704,1
290,27587,3,Food,2024-01-13 01:00:00,0.2397967927282192,1
291,26641,3,Food,2024-01-13 02:00:00,0.30471533644339,1
292,18544,3,Facilities,2024-01-13 03:00:00,0.7003823859904783,0
293,14606,2,Value,2024-01-13 04:00:00,0.4619851975523881,1
294,4851,5,Food,2024-01-13 05:00:00,0.6159452810408925,1
295,18600,1,Value,2024-01-13 06:00:00,0.5584729988091798,1
296,15785,4,Staff,2024-01-13 07:00:00,0.26859724132877805,1
297,48676,3,Animals,2024-01-13 08:00:00,0.007445922179709075,1
298,21140,4,Food,2024-01-13 09:00:00,0.6971758777256483,1
299,49980,5,Staff,2024-01-13 10:00:00,0.6456918434008652,0
300,15226,3,Staff,2024-01-13 11:00:00,0.4249927131518829,1
301,40302,5,Food,2024-01-13 12:00:00,0.05383583828397642,0
302,23342,5,Animals,2024-01-13 13:00:00,0.5482994525494562,0
303,47551,4,Animals,2024-01-13 14:00:00,0.4188051200229701,1
304,47241,3,Food,2024-01-13 15:00:00,0.7331904400776783,1
305,13972,3,Staff,2024-01-13 16:00:00,0.5522425745683855,1
306,42089,4,Animals,2024-01-13 17:00:00,0.6565598315533069,1
307,11847,4,Food,2024-01-13 18:00:00,0.2641158355054428,0
308,16640,4,Facilities,2024-01-13 19:00:00,0.22539049534813005,1
309,26348,1,Value,2024-01-13 20:00:00,0.6188397564967283,1
310,22202,4,Animals,2024-01-13 21:00:00,0.8044381393579283,1
311,34470,3,Animals,2024-01-13 22:00:00,0.19456056663826837,1
312,24808,4,Animals,2024-01-13 23:00:00,0.9694246981185918,1
313,37061,4,Value,2024-01-14 00:00:00,0.025568318504441634,1
314,13251,4,Value,2024-01-14 01:00:00,0.9842969844747683,1
315,37496,5,Facilities,2024-01-14 02:00:00,0.3859004015087063,0
316,41230,5,Food,2024-01-14 03:00:00,0.04130995536194981,1
317,3278,4,Animals,2024-01-14 04:00:00,0.18338295129992976,0
318,39554,4,Animals,2024-01-14 05:00:00,0.0026709749465836374,1
319,13904,3,Value,2024-01-14 06:00:00,0.4383666593096749,1
320,9142,1,Facilities,2024-01-14 07:00:00,0.5373499257300157,1
321,12330,4,Value,2024-01-14 08:00:00,0.8115687900492109,1
322,27163,4,Animals,2024-01-14 09:00:00,0.35542965778904345,0
323,37021,4,Food,2024-01-14 10:00:00,0.45085008790364034,0
324,18861,1,Food,2024-01-14 11:00:00,0.3366251728661479,1
325,8207,1,Staff,2024-01-14 12:00:00,0.2689622213849565,0
326,17276,4,Staff,2024-01-14 13:00:00,0.9227893453153098,1
327,18866,5,Facilities,2024-01-14 14:00:00,0.08798089582550506,1
328,31452,5,Staff,2024-01-14 15:00:00,0.3493023774971076,1
329,6815,5,Facilities,2024-01-14 16:00:00,0.8969351443401069,1
330,2159,5,Value,2024-01-14 17:00:00,0.863809076293008,1
331,8458,4,Staff,2024-01-14 18:00:00,0.8830329215470896,1
332,1954,4,Food,2024-01-14 19:00:00,0.42202238020478866,1
333,7527,4,Facilities,2024-01-14 20:00:00,0.6067406395998728,1
334,23684,4,Food,2024-01-14 21:00:00,0.1363660338178665,1
335,33328,5,Facilities,2024-01-14 22:00:00,0.8398493473196357,1
336,27612,5,Facilities,2024-01-14 23:00:00,0.10070475011578706,0
337,19238,5,Animals,2024-01-15 00:00:00,0.7550613648336505,1
338,15184,4,Value,2024-01-15 01:00:00,0.44135999937188364,1
339,35546,4,Facilities,2024-01-15 02:00:00,0.1830553801303828,1
340,36196,5,Value,2024-01-15 03:00:00,0.7394623253917757,1
341,7807,5,Staff,2024-01-15 04:00:00,0.3564174283532284,1
342,44565,2,Food,2024-01-15 05:00:00,0.49567746776142263,1
343,17773,4,Value,2024-01-15 06:00:00,0.483488509544183,1
344,33443,4,Facilities,2024-01-15 07:00:00,0.6799763602737694,0
345,3644,2,Value,2024-01-15 08:00:00,0.031818732603270394,0
346,46699,4,Animals,2024-01-15 09:00:00,0.42210978207841754,1
347,27450,4,Food,2024-01-15 10:00:00,0.080389319820663,0
348,14432,4,Animals,2024-01-15 11:00:00,0.7189273834152811,1
349,14141,5,Animals,2024-01-15 12:00:00,0.048095398112491194,1
350,4618,3,Food,2024-01-15 13:00:00,0.1873618459020564,1
351,49253,3,Food,2024-01-15 14:00:00,0.7302254774235313,1
352,21854,4,Facilities,2024-01-15 15:00:00,0.4507706707495338,0
353,18992,5,Value,2024-01-15 16:00:00,0.9435907629890403,1
354,20797,3,Staff,2024-01-15 17:00:00,0.3484345544375833,1
355,18584,4,Facilities,2024-01-15 18:00:00,0.9405585881752038,1
356,29624,1,Animals,2024-01-15 19:00:00,0.48837208530888065,1
357,19976,3,Animals,2024-01-15 20:00:00,0.7150490530329648,1
358,45151,5,Food,2024-01-15 21:00:00,0.12390526064983776,1
359,15536,5,Value,2024-01-15 22:00:00,0.5637435453736415,1
360,30145,4,Facilities,2024-01-15 23:00:00,0.38974701022120495,1
361,38790,3,Value,2024-01-16 00:00:00,0.31448144192211736,1
362,26039,5,Animals,2024-01-16 01:00:00,0.10141316351872864,1
363,19405,4,Facilities,2024-01-16 02:00:00,0.015147538850091347,0
364,3147,4,Animals,2024-01-16 03:00:00,0.5879758051736109,1
365,43440,5,Staff,2024-01-16 04:00:00,0.621751922627921,1
366,1724,2,Animals,2024-01-16 05:00:00,0.2963522255387151,1
367,47635,5,Animals,2024-01-16 06:00:00,0.8080835716725316,1
368,28819,3,Animals,2024-01-16 07:00:00,0.21503121288942817,0
369,11704,4,Staff,2024-01-16 08:00:00,0.1519723783585718,1
370,5455,3,Value,2024-01-16 09:00:00,0.21849268817550016,1
371,48510,5,Facilities,2024-01-16 10:00:00,0.7812886707628848,1
372,40507,3,Staff,2024-01-16 11:00:00,0.6952361713535913,1
373,44145,4,Facilities,2024-01-16 12:00:00,0.5559362200170628,1
374,16702,5,Food,2024-01-16 13:00:00,0.2647777274157548,1
375,33038,2,Facilities,2024-01-16 14:00:00,0.16569120969054796,1
376,6811,4,Food,2024-01-16 15:00:00,0.07844164855728575,1
377,38806,4,Animals,2024-01-16 16:00:00,0.3904723171630695,0
378,46818,4,Facilities,2024-01-16 17:00:00,0.746033545999321,1
379,40458,4,Food,2024-01-16 18:00:00,0.10765435568619108,1
380,35158,4,Staff,2024-01-16 19:00:00,0.9095812598772329,0
381,44763,4,Animals,2024-01-16 20:00:00,0.4174348193874612,1
382,7534,4,Value,2024-01-16 21:00:00,0.22920831096178673,1
383,32801,5,Facilities,2024-01-16 22:00:00,0.3111354716280409,1
384,36551,4,Staff,2024-01-16 23:00:00,0.7692068101969043,1
385,47792,5,Facilities,2024-01-17 00:00:00,0.14478538444427225,1
386,12447,4,Facilities,2024-01-17 01:00:00,0.36831020983942786,1
387,30801,4,Facilities,2024-01-17 02:00:00,0.43942855202027065,1
388,14567,3,Facilities,2024-01-17 03:00:00,0.6464568714784493,1
389,16914,4,Staff,2024-01-17 04:00:00,0.7724754993011417,1
390,15006,3,Facilities,2024-01-17 05:00:00,0.27744248715398634,0
391,24739,5,Staff,2024-01-17 06:00:00,0.28680740625693757,1
392,29893,3,Animals,2024-01-17 07:00:00,0.03275061618250197,1
393,9120,4,Value,2024-01-17 08:00:00,0.9253582740209351,1
394,6958,2,Value,2024-01-17 09:00:00,0.029306272857555937,1
395,18912,4,Facilities,2024-01-17 10:00:00,0.7310095767688856,1
396,28220,4,Food,2024-01-17 11:00:00,0.35454078369338504,1
397,35515,4,Staff,2024-01-17 12:00:00,0.7785077435016078,0
398,17153,5,Facilities,2024-01-17 13:00:00,0.6217341217647895,1
399,17740,5,Food,2024-01-17 14:00:00,0.10476116063090024,1
400,39211,3,Food,2024-01-17 15:00:00,0.791021297644537,1
