event_id,animal_id,event_type,event_date,severity,response_time_hours,successful_resolution,notes
80,134,Relocation,2024-03-20,Critical,8.754671425131567,1,Habitat relocation
81,353,Birth,2024-03-21,Medium,12.226216268842176,1,Routine birth
82,343,Rescue,2024-03-22,Medium,4.874641067566772,1,Routine checkup
83,381,Relocation,2024-03-23,Low,3.8705058448255403,1,Routine birth
84,71,Medical,2024-03-24,Low,0.5,1,Emergency intervention
85,301,Rescue,2024-03-25,Low,3.6662002733586068,0,Routine birth
86,346,Birth,2024-03-26,Medium,0.5,1,Routine birth
87,458,Release,2024-03-27,Medium,5.90160833346764,1,Routine checkup
88,275,Relocation,2024-03-28,Medium,12.589162723734958,1,Routine birth
89,392,Rescue,2024-03-29,High,1.9465483278769393,0,Routine birth
90,111,Release,2024-03-30,Critical,15.20148522470725,1,Routine checkup
91,205,Release,2024-03-31,Medium,15.323823331887228,1,Routine checkup
92,87,Release,2024-04-01,High,10.146743409296835,1,Routine birth
93,352,Rescue,2024-04-02,Medium,3.002857821602551,1,Habitat relocation
94,259,Rescue,2024-04-03,Low,0.6245601943712847,1,Habitat relocation
95,140,Rescue,2024-04-04,Medium,4.770569804027725,1,Habitat relocation
96,224,Rescue,2024-04-05,High,0.8972413735888439,1,Routine checkup
97,239,Release,2024-04-06,Low,7.851740574257819,1,Emergency intervention
98,233,Release,2024-04-07,Critical,10.187556987339356,1,Emergency intervention
99,151,Release,2024-04-08,Critical,5.2295430767411535,0,Routine checkup
100,164,Rescue,2024-04-09,High,5.918679606566359,1,Routine birth
101,20,Rescue,2024-04-10,Low,1.1391578369510078,1,Habitat relocation
102,4,Medical,2024-04-11,Medium,7.798795124201858,1,Routine birth
103,14,Birth,2024-04-12,Medium,6.687183908845821,1,Routine birth
104,343,Birth,2024-04-13,Medium,15.084068730067948,1,Emergency intervention
105,394,Release,2024-04-14,Low,1.218952975454341,1,Emergency intervention
106,167,Medical,2024-04-15,Low,0.6329469866797863,1,Habitat relocation
107,443,Birth,2024-04-16,High,14.277323807773804,1,Habitat relocation
108,462,Medical,2024-04-17,Medium,2.775562529778262,1,Routine birth
109,257,Medical,2024-04-18,Low,9.33979712177742,1,Habitat relocation
110,443,Relocation,2024-04-19,Low,1.8366599691347263,1,Emergency intervention
111,44,Medical,2024-04-20,Low,2.873331848381157,1,Habitat relocation
112,404,Relocation,2024-04-21,Medium,0.5,1,Routine birth
113,39,Release,2024-04-22,Medium,7.449385829269168,1,Habitat relocation
114,362,Rescue,2024-04-23,Low,10.797969673992814,1,Routine birth
115,408,Rescue,2024-04-24,High,1.5276837195934692,1,Emergency intervention
116,443,Rescue,2024-04-25,Low,0.6400757609933604,1,Habitat relocation
117,283,Medical,2024-04-26,Medium,10.549874686265161,1,Routine birth
118,134,Birth,2024-04-27,Medium,14.372742914242355,1,Habitat relocation
119,97,Medical,2024-04-28,Low,0.8830195796804472,1,Routine birth
120,400,Medical,2024-04-29,Medium,5.029181207005351,1,Habitat relocation
121,236,Rescue,2024-04-30,Medium,2.124222674853201,1,Routine checkup
122,264,Release,2024-05-01,Critical,3.677522316197827,1,Routine birth
123,383,Rescue,2024-05-02,Low,13.405961728011725,1,Habitat relocation
124,452,Rescue,2024-05-03,Critical,5.599257214539142,1,Emergency intervention
125,339,Relocation,2024-05-04,Low,5.579352617499904,1,Emergency intervention
126,351,Rescue,2024-05-05,Low,0.5,1,Habitat relocation
127,122,Rescue,2024-05-06,Low,10.788260278161978,1,Routine birth
128,265,Medical,2024-05-07,Low,2.7100518390772885,1,Routine checkup
129,422,Birth,2024-05-08,Medium,2.9117897887780444,1,Routine checkup
130,418,Release,2024-05-09,Low,6.500326544807534,1,Routine checkup
131,324,Relocation,2024-05-10,Medium,3.6117036501239257,1,Emergency intervention
132,360,Birth,2024-05-11,Low,2.014107622044223,0,Routine checkup
133,447,Birth,2024-05-12,Low,16.270086902804366,1,Emergency intervention
134,199,Medical,2024-05-13,Low,0.8342182010403364,1,Routine birth
135,16,Rescue,2024-05-14,High,8.514965112854423,1,Routine birth
136,431,Birth,2024-05-15,Low,0.5,1,Emergency intervention
137,416,Release,2024-05-16,Medium,5.938977768723626,0,Routine birth
138,25,Medical,2024-05-17,High,2.7126966697412453,1,Routine birth
139,220,Birth,2024-05-18,Critical,8.738115794836695,1,Habitat relocation
140,106,Medical,2024-05-19,Low,2.2240123739512057,1,Emergency intervention
141,311,Birth,2024-05-20,Low,0.5,1,Habitat relocation
142,73,Release,2024-05-21,High,1.2745555589242608,1,Habitat relocation
143,261,Medical,2024-05-22,Critical,1.3874639171542158,1,Emergency intervention
144,249,Birth,2024-05-23,Low,1.971827813451368,0,Routine checkup
145,87,Release,2024-05-24,Medium,3.4650259434479236,1,Routine checkup
146,107,Birth,2024-05-25,High,2.8440166325720835,1,Emergency intervention
147,50,Birth,2024-05-26,Low,9.563194194360223,1,Emergency intervention
148,369,Rescue,2024-05-27,High,2.519803720575898,0,Routine checkup
149,436,Release,2024-05-28,Medium,18.931435370408327,1,Routine checkup
150,317,Birth,2024-05-29,Medium,2.0855599944689147,1,Routine checkup
151,372,Release,2024-05-30,Medium,10.07304368737456,1,Emergency intervention
152,477,Rescue,2024-05-31,Low,0.673693937345632,1,Emergency intervention
153,73,Relocation,2024-06-01,Medium,2.6707258714239304,1,Habitat relocation
154,199,Medical,2024-06-02,Medium,3.413832604750425,0,Routine birth
155,290,Birth,2024-06-03,Low,0.7756249528181152,1,Routine birth
156,84,Relocation,2024-06-04,Critical,0.5,1,Routine checkup
157,366,Medical,2024-06-05,Low,0.5008973847207352,1,Routine birth
158,488,Relocation,2024-06-06,Medium,0.7525568951989658,1,Routine birth
159,491,Rescue,2024-06-07,Critical,0.5,1,Habitat relocation
160,324,Release,2024-06-08,High,2.30855660186935,1,Routine checkup
161,214,Rescue,2024-06-09,High,3.7098846901477285,1,Routine birth
162,372,Relocation,2024-06-10,Medium,0.5,1,Emergency intervention
163,439,Release,2024-06-11,High,0.5,1,Emergency intervention
164,410,Birth,2024-06-12,Low,5.322354609475019,1,Routine birth
165,275,Birth,2024-06-13,Low,0.5,1,Routine checkup
166,102,Release,2024-06-14,High,9.017238084868499,1,Emergency intervention
167,358,Release,2024-06-15,High,0.5,1,Habitat relocation
168,136,Medical,2024-06-16,Low,0.9476104678848151,1,Routine checkup
169,250,Rescue,2024-06-17,Low,14.897864215729726,1,Routine checkup
170,27,Rescue,2024-06-18,Low,6.463371003871867,1,Emergency intervention
171,392,Birth,2024-06-19,Low,3.1003935549107786,1,Routine birth
172,90,Medical,2024-06-20,High,3.214479005720143,0,Routine birth
173,486,Medical,2024-06-21,Medium,0.5,1,Routine checkup
174,125,Medical,2024-06-22,High,2.6030839450453076,1,Routine checkup
175,488,Relocation,2024-06-23,Critical,11.723808627174424,1,Routine birth
176,19,Birth,2024-06-24,Low,1.7486369135356294,1,Routine checkup
177,8,Medical,2024-06-25,Low,1.04273752219164,1,Emergency intervention
178,37,Relocation,2024-06-26,High,1.4914884408373994,1,Habitat relocation
179,141,Relocation,2024-06-27,Critical,8.064548637936385,1,Habitat relocation
180,239,Release,2024-06-28,Medium,1.3402985336711994,1,Habitat relocation
181,460,Birth,2024-06-29,Low,4.550000846034996,1,Routine checkup
182,88,Release,2024-06-30,High,14.985422962856738,1,Habitat relocation
183,153,Birth,2024-07-01,Medium,1.881557623533732,1,Routine birth
184,263,Birth,2024-07-02,High,20.05053806787774,1,Routine birth
185,30,Medical,2024-07-03,High,3.8054026950948243,1,Routine birth
186,350,Relocation,2024-07-04,Medium,4.36491904198855,1,Routine checkup
187,24,Relocation,2024-07-05,Low,4.852049391328631,1,Emergency intervention
188,13,Relocation,2024-07-06,Medium,0.5,1,Habitat relocation
189,425,Birth,2024-07-07,Low,2.894871780869738,1,Routine checkup
190,292,Medical,2024-07-08,High,6.128776370563589,1,Routine checkup
191,191,Medical,2024-07-09,Low,2.28451343189539,1,Routine birth
192,400,Birth,2024-07-10,Medium,1.6074918741026405,1,Routine checkup
193,380,Medical,2024-07-11,Medium,9.642122765555541,1,Routine birth
194,124,Birth,2024-07-12,Low,1.0312003977084985,1,Routine birth
195,152,Medical,2024-07-13,Medium,0.6768947466950892,1,Emergency intervention
196,25,Release,2024-07-14,Medium,18.849315103452657,1,Emergency intervention
197,320,Relocation,2024-07-15,Critical,1.3217463917104757,1,Routine checkup
198,174,Release,2024-07-16,Critical,13.234199014216635,1,Routine birth
199,78,Release,2024-07-17,Low,1.760958755224788,1,Habitat relocation
200,1,Medical,2024-07-18,Medium,2.6368091197290493,1,Habitat relocation
201,339,Rescue,2024-07-19,Low,3.712704695643097,1,Emergency intervention
202,154,Medical,2024-07-20,Low,9.77410095195943,0,Routine checkup
203,28,Relocation,2024-07-21,High,0.5177867436408241,1,Routine checkup
204,181,Birth,2024-07-22,Critical,2.4883275704384595,1,Emergency intervention
205,420,Release,2024-07-23,Medium,5.506124382655438,1,Routine birth
206,472,Relocation,2024-07-24,Low,3.12044369979523,1,Routine checkup
207,273,Medical,2024-07-25,Low,6.743690312381506,1,Routine birth
208,215,Birth,2024-07-26,High,3.6767581059323007,1,Habitat relocation
209,232,Relocation,2024-07-27,Low,7.255195555046582,1,Habitat relocation
210,452,Release,2024-07-28,Low,5.376651052202293,0,Routine checkup
211,435,Release,2024-07-29,Medium,0.6765650878116342,1,Habitat relocation
212,119,Birth,2024-07-30,High,0.5,1,Habitat relocation
213,89,Birth,2024-07-31,Low,1.1685288159213505,1,Emergency intervention
214,344,Medical,2024-08-01,Low,0.6257057993212257,1,Routine birth
215,66,Release,2024-08-02,Medium,1.0831161003987373,1,Habitat relocation
216,458,Rescue,2024-08-03,Low,1.3068646217389142,1,Routine checkup
217,31,Birth,2024-08-04,Medium,7.673466891517597,1,Emergency intervention
218,225,Relocation,2024-08-05,Low,0.5,1,Habitat relocation
219,269,Release,2024-08-06,Low,0.9277104131676299,0,Emergency intervention
220,54,Medical,2024-08-07,Low,1.8492935638882624,1,Routine checkup
221,381,Rescue,2024-08-08,Medium,6.7982365423999624,1,Routine birth
222,278,Relocation,2024-08-09,Low,13.453394465550923,1,Habitat relocation
223,185,Birth,2024-08-10,Low,0.5,1,Routine birth
224,316,Relocation,2024-08-11,Medium,4.652226014371554,1,Emergency intervention
225,381,Relocation,2024-08-12,Medium,8.820961648479923,1,Routine checkup
226,1,Birth,2024-08-13,Low,5.778802135655303,1,Habitat relocation
227,195,Rescue,2024-08-14,Low,3.224713319255514,1,Routine birth
228,207,Birth,2024-08-15,High,2.7506047443902726,0,Routine checkup
229,274,Medical,2024-08-16,High,5.667787874321174,1,Routine checkup
230,418,Relocation,2024-08-17,Low,5.38009757878704,1,Routine checkup
231,303,Release,2024-08-18,Low,1.7244117798593641,0,Routine checkup
232,194,Relocation,2024-08-19,Medium,0.586508670509803,1,Habitat relocation
233,319,Rescue,2024-08-20,Critical,6.171771390522002,1,Habitat relocation
234,343,Release,2024-08-21,Critical,27.498816997711366,1,Routine checkup
235,282,Medical,2024-08-22,Low,1.9742128213758428,1,Habitat relocation
236,400,Birth,2024-08-23,Low,6.051309856657969,1,Emergency intervention
237,313,Birth,2024-08-24,Low,3.1715414697039153,1,Routine birth
238,27,Birth,2024-08-25,High,6.819613869570437,1,Emergency intervention
239,73,Birth,2024-08-26,Low,3.5280150314635,1,Habitat relocation
240,169,Birth,2024-08-27,High,2.4856862633623504,0,Emergency intervention
241,4,Relocation,2024-08-28,Medium,14.085567303399294,1,Emergency intervention
242,135,Rescue,2024-08-29,High,0.5,1,Habitat relocation
243,76,Medical,2024-08-30,Low,12.891932909467235,1,Routine birth
244,493,Relocation,2024-08-31,Low,11.751806175921558,1,Habitat relocation
245,226,Birth,2024-09-01,Low,0.6853060717551565,1,Routine checkup
246,54,Relocation,2024-09-02,Low,1.231866891896258,1,Routine checkup
247,321,Medical,2024-09-03,Critical,3.275458337846813,1,Emergency intervention
248,304,Release,2024-09-04,Low,1.308715186167998,1,Habitat relocation
249,387,Release,2024-09-05,High,5.652292315107218,1,Routine checkup
250,357,Rescue,2024-09-06,Low,4.89797989366743,1,Emergency intervention
251,424,Release,2024-09-07,Low,0.5,1,Emergency intervention
252,31,Birth,2024-09-08,Medium,2.3344672556006185,0,Emergency intervention
253,83,Birth,2024-09-09,Low,1.2333011778996719,1,Routine checkup
254,199,Release,2024-09-10,Low,2.151659196772145,1,Routine checkup
255,474,Rescue,2024-09-11,Medium,4.719867289406334,1,Routine checkup
256,106,Release,2024-09-12,Critical,2.614767284750816,1,Routine checkup
257,24,Relocation,2024-09-13,Medium,6.381257481503582,1,Habitat relocation
258,241,Rescue,2024-09-14,Low,1.3763724805163586,1,Routine checkup
259,263,Medical,2024-09-15,Critical,6.52012076626093,1,Routine birth
260,381,Relocation,2024-09-16,Low,22.863881448142145,1,Routine birth
261,241,Birth,2024-09-17,Low,0.5,1,Routine checkup
262,218,Birth,2024-09-18,High,18.036159593474608,1,Routine birth
263,476,Rescue,2024-09-19,Medium,15.749780186454638,1,Routine checkup
264,409,Birth,2024-09-20,Low,1.3451573079313852,1,Habitat relocation
265,247,Rescue,2024-09-21,Low,0.5862183455203591,1,Emergency intervention
266,488,Relocation,2024-09-22,High,3.0017897071573465,1,Routine checkup
267,175,Relocation,2024-09-23,High,0.5,1,Habitat relocation
268,184,Rescue,2024-09-24,Low,0.593582493450476,1,Routine checkup
269,406,Birth,2024-09-25,Low,3.04578378121011,1,Habitat relocation
270,148,Rescue,2024-09-26,Low,0.5,1,Routine checkup
271,332,Medical,2024-09-27,Medium,1.5769180507272922,1,Routine birth
272,240,Release,2024-09-28,Low,6.132160337068169,1,Routine checkup
273,106,Birth,2024-09-29,Low,3.471130933303918,1,Habitat relocation
274,332,Release,2024-09-30,High,8.514206033044548,0,Routine birth
275,322,Birth,2024-10-01,Medium,4.660962429293616,1,Routine birth
276,69,Release,2024-10-02,Critical,4.079049874232329,1,Emergency intervention
277,407,Relocation,2024-10-03,High,4.5551892958053095,1,Routine checkup
278,125,Relocation,2024-10-04,Critical,2.711218919263572,1,Routine birth
279,145,Relocation,2024-10-05,Medium,0.7142440361760106,1,Habitat relocation
280,39,Release,2024-10-06,Low,13.848200339504062,1,Emergency intervention
281,353,Medical,2024-10-07,Medium,2.2010674361821785,1,Habitat relocation
282,352,Medical,2024-10-08,Medium,6.793359125529985,1,Routine birth
283,74,Release,2024-10-09,Low,5.230029375509519,1,Habitat relocation
284,263,Medical,2024-10-10,Medium,1.2743778686684106,1,Habitat relocation
285,416,Relocation,2024-10-11,High,1.2724581524391965,1,Emergency intervention
286,456,Medical,2024-10-12,Medium,15.460513126079444,1,Routine checkup
287,71,Relocation,2024-10-13,Low,5.886893403335508,1,Routine checkup
288,269,Rescue,2024-10-14,Low,8.544516450826743,0,Routine checkup
289,324,Release,2024-10-15,Medium,0.9288155036309775,1,Routine birth
290,413,Rescue,2024-10-16,Low,3.646895955916806,1,Habitat relocation
291,105,Medical,2024-10-17,High,4.219500498320564,1,Routine birth
292,59,Birth,2024-10-18,Low,1.4172616118890882,1,Emergency intervention
293,205,Relocation,2024-10-19,Low,0.5,1,Emergency intervention
294,78,Medical,2024-10-20,Medium,3.583404797675287,1,Emergency intervention
295,171,Release,2024-10-21,Medium,2.0043056577953937,1,Routine checkup
296,212,Relocation,2024-10-22,Low,6.548831995607164,0,Habitat relocation
297,447,Relocation,2024-10-23,Low,5.593106740768156,1,Habitat relocation
298,441,Release,2024-10-24,Low,9.770609683443071,1,Emergency intervention
299,214,Release,2024-10-25,Low,11.507378740980222,1,Routine birth
300,117,Rescue,2024-10-26,Medium,7.934350055384748,1,Routine birth
301,3,Relocation,2024-10-27,Low,0.7050744107728222,0,Emergency intervention
302,34,Relocation,2024-10-28,Medium,0.5,1,Emergency intervention
303,357,Birth,2024-10-29,Medium,1.9656594588562295,1,Emergency intervention
304,175,Release,2024-10-30,Low,0.5,1,Habitat relocation
305,73,Rescue,2024-10-31,Low,28.721741618317864,1,Habitat relocation
306,286,Rescue,2024-11-01,Medium,4.019154216283794,1,Routine birth
307,134,Birth,2024-11-02,Medium,3.005250442144107,1,Routine birth
308,200,Medical,2024-11-03,High,11.462548159354144,1,Routine birth
309,121,Medical,2024-11-04,Low,5.720084441686055,1,Habitat relocation
310,167,Relocation,2024-11-05,Medium,3.942955120822622,1,Emergency intervention
311,299,Release,2024-11-06,Low,0.5,1,Routine birth
312,375,Relocation,2024-11-07,Medium,2.4418906456785807,1,Habitat relocation
313,134,Relocation,2024-11-08,High,0.679039607091863,1,Routine checkup
314,23,Rescue,2024-11-09,Low,2.3804600477291373,1,Emergency intervention
315,259,Release,2024-11-10,Low,4.727882634782499,1,Routine birth
316,382,Release,2024-11-11,Low,2.187322649756294,1,Routine checkup
317,464,Release,2024-11-12,Low,1.9277061189505234,0,Emergency intervention
318,263,Relocation,2024-11-13,Critical,3.220236456685509,0,Emergency intervention
319,383,Relocation,2024-11-14,Low,4.024083555473239,1,Routine checkup
320,130,Birth,2024-11-15,High,6.919156114033375,1,Routine birth
321,270,Release,2024-11-16,Low,36.527403241532646,0,Routine birth
322,251,Medical,2024-11-17,Medium,3.542880466484582,1,Routine birth
323,442,Relocation,2024-11-18,Low,1.2742247269682614,1,Routine birth
324,428,Release,2024-11-19,Medium,16.862912473846855,1,Routine checkup
325,423,Birth,2024-11-20,Medium,5.187016678037596,1,Habitat relocation
326,426,Rescue,2024-11-21,High,28.650274207161356,1,Routine checkup
327,196,Release,2024-11-22,Medium,3.8409795492233463,1,Routine checkup
328,269,Rescue,2024-11-23,High,0.5,1,Routine checkup
329,361,Release,2024-11-24,Medium,26.947270537802144,0,Routine birth
330,243,Rescue,2024-11-25,Low,7.079799581006077,1,Emergency intervention
331,140,Relocation,2024-11-26,Low,20.460182801156655,1,Habitat relocation
332,275,Relocation,2024-11-27,Medium,4.6304408618128825,1,Routine birth
333,183,Medical,2024-11-28,Low,0.9374121593619986,1,Habitat relocation
334,271,Medical,2024-11-29,Low,2.1619708879164365,1,Emergency intervention
335,270,Relocation,2024-11-30,High,0.9567104990701568,1,Emergency intervention
336,455,Release,2024-12-01,Low,1.8456484603705337,1,Routine birth
337,394,Relocation,2024-12-02,High,1.0148600927574578,1,Routine checkup
338,177,Rescue,2024-12-03,Medium,1.6870532833978777,1,Routine birth
339,61,Birth,2024-12-04,Medium,3.865024416276616,1,Habitat relocation
340,284,Rescue,2024-12-05,Medium,2.8020165555019134,1,Habitat relocation
341,413,Medical,2024-12-06,Low,6.136613595756106,1,Routine birth
342,121,Birth,2024-12-07,High,5.213027890288108,1,Routine birth
343,416,Medical,2024-12-08,Medium,3.837302803970865,1,Routine checkup
344,338,Birth,2024-12-09,Low,11.118847352020465,1,Routine birth
345,259,Relocation,2024-12-10,Medium,2.8271592102631473,1,Routine birth
346,238,Relocation,2024-12-11,Low,0.5,1,Emergency intervention
347,353,Birth,2024-12-12,Medium,0.8321028672762807,1,Routine checkup
348,22,Rescue,2024-12-13,High,15.108966271452658,1,Habitat relocation
349,66,Relocation,2024-12-14,High,7.720442283252962,1,Habitat relocation
350,480,Rescue,2024-12-15,Medium,1.8365157325536594,1,Habitat relocation
351,81,Release,2024-12-16,Medium,5.714428374212302,1,Habitat relocation
352,494,Release,2024-12-17,High,2.9883643268597897,1,Habitat relocation
353,385,Release,2024-12-18,Low,0.5,1,Emergency intervention
354,22,Release,2024-12-19,Critical,0.5,1,Emergency intervention
355,232,Relocation,2024-12-20,Low,4.204279953686804,1,Routine checkup
356,105,Relocation,2024-12-21,Medium,0.5,1,Emergency intervention
357,372,Medical,2024-12-22,High,6.864784118850208,1,Emergency intervention
358,396,Birth,2024-12-23,Low,5.574566859147633,1,Habitat relocation
359,301,Release,2024-12-24,Medium,8.955475551731988,1,Routine birth
360,356,Birth,2024-12-25,Low,2.959679930694772,1,Emergency intervention
361,388,Relocation,2024-12-26,Critical,4.584263433063393,1,Routine birth
362,371,Release,2024-12-27,Low,4.12017437374121,1,Routine birth
363,23,Rescue,2024-12-28,High,0.9515976505405987,1,Emergency intervention
364,442,Medical,2024-12-29,Medium,13.395514447778812,1,Routine checkup
365,350,Medical,2024-12-30,Medium,9.94708479117383,1,Emergency intervention
366,168,Relocation,2024-12-31,High,20.34087662599245,1,Emergency intervention
367,302,Rescue,2025-01-01,Medium,7.576541724614689,1,Routine checkup
368,19,Release,2025-01-02,High,0.8803570387380016,1,Routine checkup
369,15,Rescue,2025-01-03,Medium,3.315738732919875,0,Routine checkup
370,474,Release,2025-01-04,Medium,0.5,1,Habitat relocation
371,278,Release,2025-01-05,Medium,2.662552586344529,1,Routine checkup
372,182,Medical,2025-01-06,Low,5.9372417659869425,1,Routine birth
373,461,Birth,2025-01-07,High,20.53590863366384,0,Routine checkup
374,495,Birth,2025-01-08,Medium,0.8299391272721359,1,Routine birth
375,220,Rescue,2025-01-09,Medium,1.3990808219338737,1,Routine birth
376,359,Birth,2025-01-10,High,21.634063109265394,1,Routine birth
377,304,Birth,2025-01-11,High,2.3331916224403315,1,Emergency intervention
378,147,Birth,2025-01-12,High,5.22514943600768,1,Emergency intervention
379,303,Release,2025-01-13,Medium,4.9473745879472775,1,Routine checkup
380,308,Relocation,2025-01-14,Critical,2.4131293462668033,1,Habitat relocation
381,468,Release,2025-01-15,Critical,0.5,1,Routine checkup
382,43,Relocation,2025-01-16,High,1.7239448077451955,1,Routine birth
383,421,Release,2025-01-17,Low,4.5507480702263505,1,Habitat relocation
384,136,Medical,2025-01-18,Low,0.9169342541359827,1,Habitat relocation
385,116,Medical,2025-01-19,Medium,0.5,1,Emergency intervention
386,384,Relocation,2025-01-20,High,18.95099227810934,1,Habitat relocation
387,69,Rescue,2025-01-21,Low,4.08204846686061,0,Routine checkup
388,265,Medical,2025-01-22,High,4.650526365593884,1,Routine birth
389,334,Relocation,2025-01-23,Low,0.5,1,Emergency intervention
390,223,Rescue,2025-01-24,Low,0.6463909250262521,1,Routine birth
391,303,Medical,2025-01-25,Low,11.243945827492123,1,Routine birth
