animal_id,species,age_years,heart_rate_bpm,temperature_c,activity_level,food_intake_kg,water_intake_l,stress_level,habitat,health_status,timestamp,gps_latitude,gps_longitude,alert_flag
191,Panda,21,82.1281113748329,37.44683953809359,44.624136170183306,11.221591057546906,26.807787645260063,89.18766435862985,Mountain,Healthy,2024-01-04 22:00:00,1.296314953245241,103.87796679800685,1
402,Panda,23,55.62848779506708,38.205230913178994,34.2735125717392,15.552657335993471,14.839842895227047,26.26557891741258,Savanna,Healthy,2024-01-04 23:00:00,1.4721301972829526,103.77847971293265,0
218,Tiger,38,63.72950957972292,37.58057599509365,86.05971773696058,16.777726089499595,6.626948869211914,94.4280666612238,Mountain,Healthy,2024-01-05 00:00:00,1.3426895548072866,103.70671052822527,1
44,Dolphin,8,56.91374271070929,37.93388348026644,79.49032126282893,14.768792720291934,19.164812712815735,82.8402429959034,Aquatic,Healthy,2024-01-05 01:00:00,1.477742351588077,103.70199725891258,1
162,Giraffe,7,49.83521053590118,38.60573497648757,99.28545834655316,10.387041247829487,14.514397300279242,10.015888372557969,Mountain,Monitoring,2024-01-05 02:00:00,1.2724542170975068,103.78065959781348,0
202,Giraffe,2,66.2016808507511,36.71757090451422,52.89117329654475,17.343283553646145,21.303413331798993,48.06377382403353,Aquatic,Healthy,2024-01-05 03:00:00,1.3222254414797572,103.87870853074445,0
446,Elephant,30,52.02099772055589,37.262529371893585,57.53970935575501,6.909399903533897,20.08780390145605,64.9001478496139,Aquatic,Healthy,2024-01-05 04:00:00,1.215495820260881,103.84233576925568,0
484,Panda,13,67.37578958506163,37.78561307838912,94.66458481157328,17.032059613226338,34.25246772296239,59.307176278862336,Mountain,Critical,2024-01-05 05:00:00,1.3362805237153015,103.81404984710545,0
270,Elephant,23,98.99435036128992,37.63327572199558,39.95922146875185,16.54201342123583,14.09900544936814,67.9230320270825,Savanna,Healthy,2024-01-05 06:00:00,1.200148783687839,103.84036449444723,0
351,Panda,29,80.45032236930837,38.024329514106675,55.568268450819225,13.917690628998239,24.733746858637033,42.63064692710641,Rainforest,Healthy,2024-01-05 07:00:00,1.2950643388847196,103.73347109423725,0
304,Dolphin,38,61.64305167102388,37.30809839006926,37.908549572547365,12.446219555793368,9.185904789247235,90.47427349763679,Savanna,Healthy,2024-01-05 08:00:00,1.4145340335770686,103.75984231140025,1
271,Rhino,37,60.41915019210377,37.602997151833314,54.58607058980929,8.861749604693232,12.16750948838315,27.03608476749594,Savanna,Healthy,2024-01-05 09:00:00,1.4172443225871394,103.85816121436196,0
456,Panda,20,63.983195407436355,37.121889156294486,8.076643251753946,12.33955403256117,16.459915479661362,9.410082781727613,Savanna,Healthy,2024-01-05 10:00:00,1.328336139514242,103.70214413767013,1
462,Rhino,33,101.06698890641152,38.03193173203894,78.37940933437314,10.932586217984674,13.236943746278355,97.79738921470502,Mountain,Monitoring,2024-01-05 11:00:00,1.2038877317230663,103.76092940258474,1
215,Panda,29,53.67468323390493,37.52104636706239,98.52799474290438,9.958260490974808,23.490735425452907,65.19588305138265,Rainforest,Healthy,2024-01-05 12:00:00,1.2392996714880613,103.89025364609662,0
252,Giraffe,15,69.97346465711138,38.20188513015796,6.574040243955393,8.978407707598878,19.776388491327122,65.91975439919948,Rainforest,Healthy,2024-01-05 13:00:00,1.2726207639624234,103.82218514246334,1
190,Orangutan,23,76.98044385597743,38.205535531172764,80.10397302314743,21.569874794384447,26.596895135155904,81.75266350659952,Aquatic,Healthy,2024-01-05 14:00:00,1.2049368936186924,103.84629382386598,1
296,Dolphin,3,88.23233082437174,36.85919087894716,24.17348004950337,18.82036206315051,11.789983177233811,42.14414466909576,Rainforest,Healthy,2024-01-05 15:00:00,1.2651060081365517,103.77913771398642,0
213,Tiger,37,65.00993802230799,38.28247881751434,19.75470532769813,27.211707138436175,21.42980469633103,38.62355644195416,Savanna,Healthy,2024-01-05 16:00:00,1.3570805213278445,103.72066988553897,1
208,Rhino,29,55.559864588657696,37.96554326016342,69.33703982734565,16.179401070519067,14.047291292360946,94.91450074147251,Mountain,Healthy,2024-01-05 17:00:00,1.2377165653264233,103.8364581242311,1
237,Tiger,8,74.34251083700694,37.421721496625224,4.4132248556581715,18.601943232893447,30.178605819625528,38.67813558138356,Rainforest,Healthy,2024-01-05 18:00:00,1.4598853926700466,103.7848555725447,1
338,Dolphin,22,89.71995596463066,37.92061375336597,46.323934725236036,14.641038988112372,11.790869136766695,7.847783717416168,Aquatic,Healthy,2024-01-05 19:00:00,1.2179942010419578,103.72876806578141,0
367,Leopard,29,65.90675045860559,37.24605646281987,0.14444659153213246,22.559449664609573,5.938607067892152,30.78294909926853,Rainforest,Healthy,2024-01-05 20:00:00,1.4327598275593756,103.87931339609915,1
53,Tiger,2,57.408732840104236,38.18052279882996,55.43940286464739,14.741855103124362,15.305205725876805,87.35413282122047,Mountain,Healthy,2024-01-05 21:00:00,1.3338875318041883,103.75034160109884,1
280,Dolphin,1,71.65310318851186,37.54959234692978,46.20816677316233,19.87216353901243,11.028266907496299,9.496005086977256,Savanna,Healthy,2024-01-05 22:00:00,1.3838542039757409,103.76969790096426,0
410,Giraffe,20,45.64619371547742,37.94397712260301,91.54826066806724,15.92895367801746,21.1455883290689,71.67052861368455,Rainforest,Healthy,2024-01-05 23:00:00,1.3450389925646928,103.74182312840375,0
217,Tiger,21,66.72011714122353,37.184572855749984,72.02719027844154,24.198809200599115,24.655036774012203,26.640112751361343,Mountain,Recovering,2024-01-06 00:00:00,1.3284584762875478,103.77839389623354,0
252,Rhino,37,87.67038524788433,37.64085400199975,12.600617187894125,12.590228236840147,25.83820324689446,74.57703715727995,Aquatic,Healthy,2024-01-06 01:00:00,1.4041008374296242,103.82224768564635,1
188,Orangutan,8,83.12270240679486,37.94297216180018,35.45399597519473,20.73961713533554,2.91634176551732,51.45544583477035,Savanna,Healthy,2024-01-06 02:00:00,1.268138056334036,103.74141917991876,0
380,Tiger,27,67.8420358916287,37.653875278103115,93.15797696788118,14.4584792532689,25.778195255027732,63.65757209990702,Aquatic,Healthy,2024-01-06 03:00:00,1.3460307965483875,103.77179809471325,0
493,Rhino,35,94.88994089671851,37.78069937319587,72.53341472740897,10.818860340136734,21.817275304049243,24.319623724327833,Aviary,Monitoring,2024-01-06 04:00:00,1.442210033515162,103.7026891036336,0
41,Panda,6,98.64812301863495,37.1201268644707,59.4275114986289,14.743775307064098,25.611997818138118,16.811861058886034,Aquatic,Healthy,2024-01-06 05:00:00,1.246542728657357,103.73189502144152,0
157,Dolphin,19,79.96129343155333,37.65226869925798,55.90715907869017,3.759328692212291,27.035613273886653,6.330849720759724,Aquatic,Healthy,2024-01-06 06:00:00,1.2278192005179658,103.88138118631511,0
15,Elephant,18,47.983429890171145,37.1227032154833,39.80984664038773,19.67419441043392,15.063513047727174,82.55767908246968,Rainforest,Healthy,2024-01-06 07:00:00,1.3810840890104445,103.82706933911618,1
301,Leopard,1,41.80132441942,37.490819091452174,58.520146266897754,18.330433246292333,12.761456988667426,71.04846038369664,Rainforest,Healthy,2024-01-06 08:00:00,1.4890738544866082,103.80082668962426,0
65,Giraffe,25,90.75235246656284,37.253533421359464,77.16644148675904,24.493000112054652,22.620318975191065,29.335214153649847,Aquatic,Monitoring,2024-01-06 09:00:00,1.328763407245526,103.80296426289667,0
345,Elephant,27,73.67091877240026,37.39768675982592,12.753767635636748,10.189818317970904,27.718803040309403,83.69133653427482,Mountain,Healthy,2024-01-06 10:00:00,1.4443879591918976,103.82841719011988,1
327,Giraffe,7,94.53331267523346,36.62418666518538,96.98306396481246,11.28251621979719,9.986300366469685,83.36966637978666,Aviary,Healthy,2024-01-06 11:00:00,1.341070476752923,103.74212034655811,1
9,Dolphin,29,49.91975887681744,37.51323304480784,23.936486908897447,8.684915854922917,20.505864469516883,13.77591441593422,Rainforest,Healthy,2024-01-06 12:00:00,1.2703960530101546,103.70680394509714,0
344,Giraffe,31,67.58222142671025,37.446235096095954,44.774268143737494,16.82806726568096,15.849670893686225,71.36874338704558,Savanna,Healthy,2024-01-06 13:00:00,1.3455201745933363,103.7820365330394,0
129,Orangutan,36,85.4378588530537,36.74230598676035,2.2715624647781985,12.923596290444287,15.82089875513524,29.228189585775166,Mountain,Healthy,2024-01-06 14:00:00,1.3325665543475316,103.88182351545404,1
492,Tiger,19,59.0531876876721,37.67063297273632,55.03459229584854,10.874597584584802,16.882012896614498,46.71893718067438,Rainforest,Healthy,2024-01-06 15:00:00,1.275712046398296,103.80213513990061,0
136,Orangutan,6,85.2217758948628,37.91301146148087,38.186684726162376,17.000601028263766,25.24024876091307,43.014481269593475,Savanna,Healthy,2024-01-06 16:00:00,1.3059394638900417,103.87654611557976,0
472,Elephant,25,68.15830709080993,37.657637035474664,24.975587227299833,20.511380232794867,24.63013540486159,60.01837495414429,Savanna,Healthy,2024-01-06 17:00:00,1.317628216327828,103.72519848503444,0
