timestamp,cache_hit_rate,latency_ms,throughput_qps,cost_per_query
2025-01-02 09:00:00,0.8302369256271512,75.56338286271381,1179,0.00975339970506544
2025-01-02 10:00:00,0.630088331106146,59.5287434685746,1206,0.012805262038412632
2025-01-02 11:00:00,0.8024747287240647,86.30254238295305,1126,0.010528534954499288
2025-01-02 12:00:00,0.8359205117670677,79.85031658581285,1217,0.008454928953086648
2025-01-02 13:00:00,0.8121278472868236,78.84360057941328,1141,0.010747750670533173
2025-01-02 14:00:00,0.9304910469921106,102.95376705288466,1180,0.009538549373503385
2025-01-02 15:00:00,0.8088608813205111,83.92026875158066,1226,0.0114719326523673
2025-01-02 16:00:00,0.4646093501025472,83.80634402800358,1157,0.012307021597620895
2025-01-02 17:00:00,0.7781565504820357,63.98269750896375,1184,0.00915241679264078
2025-01-02 18:00:00,0.6842293920841596,73.64709488571107,1195,0.011898004778659366
2025-01-02 19:00:00,0.5985569787028976,91.31433207009432,1161,0.014470459263290048
2025-01-02 20:00:00,0.8249656028586257,80.34949583357226,1265,0.010594968374196266
2025-01-02 21:00:00,0.6558355441338957,89.09618130815564,1229,0.014134409911261237
2025-01-02 22:00:00,0.767075179437646,81.60403260162131,1207,0.013876822231048407
2025-01-02 23:00:00,0.8579060488155826,88.25231252341374,1230,0.011741904020991685
2025-01-03 00:00:00,0.709401655668745,97.7419766707531,1186,0.010554472491485986
2025-01-03 01:00:00,0.7190605437798233,105.3870075856063,1160,0.012589632052869051
2025-01-03 02:00:00,0.7597007186627813,98.29393629251243,1200,0.008364582871992335
2025-01-03 03:00:00,0.7325043461099975,70.70413107117795,1160,0.00896141129177551
2025-01-03 04:00:00,0.7919504064267385,96.64250641355953,1235,0.013739340266104393
2025-01-03 05:00:00,0.7459639331251084,84.12497378199244,1243,0.011443402212924456
2025-01-03 06:00:00,0.5277602408525196,79.62811639902132,1189,0.01384357616396972
2025-01-03 07:00:00,0.9788551326420344,69.0592690201955,1221,0.013390134364590313
2025-01-03 08:00:00,0.4284888502732512,74.62262792259813,1199,0.009180347217015498
2025-01-03 09:00:00,0.6430986855218319,61.770933414585144,1166,0.013063023956445501
2025-01-03 10:00:00,0.8133364053644443,79.29149461687572,1200,0.00887815848657081
2025-01-03 11:00:00,0.796342398472112,86.69995733829418,1223,0.01150575178380041
2025-01-03 12:00:00,0.44307854989196505,85.67981922725247,1203,0.008312962219781932
2025-01-03 13:00:00,0.7939232328941365,88.1264030298083,1201,0.008687819378291446
2025-01-03 14:00:00,0.8874690378954295,91.70365617701927,1220,0.008398230928243051
2025-01-03 15:00:00,0.8847309840629016,92.75235078041207,1216,0.010699835052563047
2025-01-03 16:00:00,0.8040594535445449,90.58580112091661,1112,0.014056775124972618
2025-01-03 17:00:00,0.9085276250234232,109.58913487179763,1212,0.014472743116419957
2025-01-03 18:00:00,0.7784164924944086,76.64807047858201,1209,0.010079352054151159
2025-01-03 19:00:00,0.8697172317176011,96.64067161617652,1227,0.008089073554625764
2025-01-03 20:00:00,0.718155620388521,68.72129720323801,1255,0.010217116276704493
2025-01-03 21:00:00,0.7904618425020286,68.82715499441704,1227,0.011353028767878992
2025-01-03 22:00:00,0.5419538775426226,70.42959644418616,1143,0.012906316021678355
2025-01-03 23:00:00,0.5112277932344087,91.02858682180127,1220,0.011420025138427131
2025-01-04 00:00:00,0.6884776414174274,70.83587920574287,1144,0.01123112016442385
2025-01-04 01:00:00,0.7372943651673411,89.74432331387811,1152,0.012918060685682617
2025-01-04 02:00:00,0.7120484440618599,83.51306853403875,1165,0.01144250847566499
2025-01-04 03:00:00,0.6821057625884519,88.2988428644389,1242,0.012219506905829586
2025-01-04 04:00:00,0.9155956698994674,81.74668226602995,1217,0.012415956013355519
2025-01-04 05:00:00,0.7818559103600423,75.56229298230761,1130,0.009106592820920294
2025-01-04 06:00:00,0.542921431337694,77.12983422591223,1217,0.013620113544260085
2025-01-04 07:00:00,0.7877176451956319,96.61941266736659,1261,0.009193867030500902
2025-01-04 08:00:00,0.752236871298519,63.411722398055275,1209,0.009897427748946872
2025-01-04 09:00:00,0.7343016494819334,101.55508328363209,1230,0.009611676251545052
2025-01-04 10:00:00,0.6747530072888959,89.6657639905743,1219,0.01164842168643777
2025-01-04 11:00:00,0.7929694098994973,85.64839878430027,1184,0.012610078262903529
2025-01-04 12:00:00,0.7739976955750945,96.61211970046166,1186,0.014089794677561721
2025-01-04 13:00:00,0.6555947335967319,93.29616339001036,1233,0.008947586364479045
2025-01-04 14:00:00,0.6869631698370093,88.40817178359325,1194,0.010947106271610397
2025-01-04 15:00:00,0.46117320691263636,86.30012849757726,1225,0.01009532041260698
2025-01-04 16:00:00,0.5971607662179345,98.8126228378325,1234,0.00808957121854312
2025-01-04 17:00:00,0.757925255053392,90.37606279017724,1234,0.010837212083479753
2025-01-04 18:00:00,0.8486669267752164,107.13492783502647,1115,0.008104450026735963
2025-01-04 19:00:00,0.8383344581532126,79.9705386168883,1162,0.011545946664812963
2025-01-04 20:00:00,0.7280119210733478,87.8137177093244,1195,0.009938284318100224
2025-01-04 21:00:00,0.6326455504151247,60.92529527167758,1197,0.01354855621894456
2025-01-04 22:00:00,0.6293179390603655,88.02794158381442,1158,0.008008155440218774
2025-01-04 23:00:00,0.6318023569591553,80.96632446102093,1195,0.009407438133320433
2025-01-05 00:00:00,0.5333601327104701,70.63114296529359,1179,0.011223042793719568
2025-01-05 01:00:00,0.43794052166769004,98.84177578981459,1196,0.009608642844345585
2025-01-05 02:00:00,0.6192643033020562,100.70771412098094,1184,0.014615471357623033
2025-01-05 03:00:00,0.7841551660455439,84.78811850818491,1169,0.012539691446624476
