doc_id,doc_type,file_size_kb,page_count,quality_score,ocr_confidence,ingestion_timestamp,source_department,processing_status
DOC_000073,Images_Scanned,175,5,0.7246192895582785,0.9091054038021141,2024-01-01 01:12:00,R&D,Completed
DOC_000074,Spreadsheets,1052,9,0.5225959201630584,0.6541710165945044,2024-01-01 01:13:00,Legal,Completed
DOC_000075,Invoices,483,4,0.48785610698932286,0.9384672658719477,2024-01-01 01:14:00,Legal,Completed
DOC_000076,Invoices,72,12,0.559113588397401,0.7873467888632966,2024-01-01 01:15:00,Finance,Completed
DOC_000077,PDF_Reports,640,5,0.5637229137273679,0.9699003280784784,2024-01-01 01:16:00,Operations,Completed
DOC_000078,Contracts,849,11,0.8193610982775582,0.6478628815954982,2024-01-01 01:17:00,Finance,Pending
DOC_000079,Spreadsheets,665,4,0.8459273605860226,0.8049446387333374,2024-01-01 01:18:00,R&D,Processing
DOC_000080,Spreadsheets,713,8,0.6982017300096873,0.8049140365296796,2024-01-01 01:19:00,Finance,Completed
DOC_000081,Contracts,1294,4,0.6926021508683331,0.7694365992733277,2024-01-01 01:20:00,Operations,Completed
DOC_000082,Spreadsheets,96,10,0.8945615601374812,0.7848261742097175,2024-01-01 01:21:00,HR,Failed
DOC_000083,PDF_Reports,388,5,0.9490423440488033,0.7805370236795837,2024-01-01 01:22:00,Finance,Pending
DOC_000084,Spreadsheets,1264,7,0.8046805820289351,0.7240746851197524,2024-01-01 01:23:00,HR,Completed
DOC_000085,Spreadsheets,694,12,0.7747811369626489,0.8146825582297204,2024-01-01 01:24:00,Legal,Completed
DOC_000086,Contracts,105,5,0.8738552897185341,0.8800016767253698,2024-01-01 01:25:00,R&D,Failed
DOC_000087,PDF_Reports,1892,13,0.673517385909293,0.8321352944240205,2024-01-01 01:26:00,Sales,Completed
DOC_000088,Spreadsheets,971,8,0.39661319690794017,0.9368838873452421,2024-01-01 01:27:00,Finance,Completed
DOC_000089,Contracts,441,6,0.7444208755694137,0.8145072817482519,2024-01-01 01:28:00,Sales,Completed
DOC_000090,Images_Scanned,857,13,0.7203592830804385,0.84333409725696,2024-01-01 01:29:00,Legal,Failed
DOC_000091,Contracts,221,13,0.6294569304472354,0.5447940439320962,2024-01-01 01:30:00,Finance,Completed
DOC_000092,Invoices,528,8,0.837021370047528,0.8651851067191741,2024-01-01 01:31:00,Finance,Pending
DOC_000093,PDF_Reports,82,7,0.7444580377793383,0.8539980954033249,2024-01-01 01:32:00,Sales,Processing
DOC_000094,Images_Scanned,1213,9,0.29678672561740044,0.7571830283052275,2024-01-01 01:33:00,R&D,Completed
DOC_000095,Spreadsheets,328,11,0.7634785132286863,0.8895705340537409,2024-01-01 01:34:00,Sales,Processing
DOC_000096,PDF_Reports,365,5,0.506717311220644,0.7694258958980302,2024-01-01 01:35:00,HR,Processing
DOC_000097,Images_Scanned,88,8,0.4931323477116092,0.6065972202364559,2024-01-01 01:36:00,HR,Completed
DOC_000098,Images_Scanned,646,11,0.6142631767960332,0.9403842978824667,2024-01-01 01:37:00,Finance,Processing
DOC_000099,Images_Scanned,500,10,0.7255760288866788,0.6318178512342812,2024-01-01 01:38:00,HR,Completed
DOC_000100,Contracts,469,9,0.8939519531500576,0.7705675450505339,2024-01-01 01:39:00,R&D,Completed
DOC_000101,PDF_Reports,454,10,0.5586308111108864,0.9001931977156323,2024-01-01 01:40:00,Finance,Completed
DOC_000102,Spreadsheets,1446,10,0.6777995211352708,0.8191264510140538,2024-01-01 01:41:00,Sales,Processing
DOC_000103,Invoices,176,8,0.6633628514892269,0.8796236115823678,2024-01-01 01:42:00,Operations,Processing
DOC_000104,PDF_Reports,51,8,0.597756785766718,0.7529930425887481,2024-01-01 01:43:00,HR,Completed
DOC_000105,Invoices,375,11,0.6340196959101049,0.916824774133835,2024-01-01 01:44:00,Legal,Processing
DOC_000106,Images_Scanned,139,7,0.7517474640988842,0.5116959556507377,2024-01-01 01:45:00,Legal,Completed
DOC_000107,Contracts,212,11,0.8279292913019166,0.9525439014036056,2024-01-01 01:46:00,Sales,Failed
DOC_000108,Images_Scanned,17,9,0.48812017168368665,0.6303352688820268,2024-01-01 01:47:00,Legal,Processing
DOC_000109,PDF_Reports,96,5,0.7397739276800013,0.7479492657194032,2024-01-01 01:48:00,R&D,Processing
DOC_000110,Images_Scanned,479,8,0.8737961970042963,0.6043074871470258,2024-01-01 01:49:00,R&D,Pending
DOC_000111,Contracts,696,9,0.5076091135176943,0.7404414402092828,2024-01-01 01:50:00,Legal,Completed
DOC_000112,Contracts,239,17,0.8702977043876226,0.6904064699275855,2024-01-01 01:51:00,Operations,Completed
DOC_000113,Contracts,319,10,0.751700424818245,0.8885640474761937,2024-01-01 01:52:00,Sales,Completed
DOC_000114,PDF_Reports,953,6,0.3895802342073956,0.7888645275810477,2024-01-01 01:53:00,Legal,Completed
DOC_000115,Images_Scanned,591,7,0.41415818422161077,0.7270931005827262,2024-01-01 01:54:00,Legal,Pending
DOC_000116,Contracts,370,8,0.4327287505480575,0.8029135064377337,2024-01-01 01:55:00,Finance,Processing
DOC_000117,Spreadsheets,242,1,0.7406067985615828,0.8888718731229862,2024-01-01 01:56:00,HR,Pending
DOC_000118,Spreadsheets,55,8,0.5904904521027454,0.7533155164483375,2024-01-01 01:57:00,Legal,Completed
DOC_000119,Invoices,263,9,0.6067043969964389,0.625192944725605,2024-01-01 01:58:00,R&D,Completed
DOC_000120,PDF_Reports,781,10,0.7875349642456602,0.7997813258213236,2024-01-01 01:59:00,Finance,Completed
DOC_000121,PDF_Reports,29,5,0.5244929625356203,0.6283470478902631,2024-01-01 02:00:00,Operations,Completed
DOC_000122,Invoices,712,5,0.4007239789041531,0.6895326663093195,2024-01-01 02:01:00,Operations,Completed
DOC_000123,Spreadsheets,54,12,0.699399622381338,0.7418806193651061,2024-01-01 02:02:00,HR,Completed
DOC_000124,Images_Scanned,364,8,0.48193557538158815,0.7939645039430534,2024-01-01 02:03:00,Sales,Processing
DOC_000125,Images_Scanned,1165,15,0.7212348731595293,0.7678492627676168,2024-01-01 02:04:00,Legal,Completed
DOC_000126,Invoices,929,11,0.8582687061138619,0.9315304303574878,2024-01-01 02:05:00,R&D,Failed
DOC_000127,Contracts,593,11,0.9032044436857813,0.8111298345213647,2024-01-01 02:06:00,Legal,Processing
DOC_000128,PDF_Reports,1199,6,0.4693434447740396,0.5860447134119227,2024-01-01 02:07:00,HR,Completed
DOC_000129,Spreadsheets,702,6,0.6354852250259905,0.5175341411431029,2024-01-01 02:08:00,Sales,Completed
DOC_000130,Spreadsheets,170,10,0.8161988016272198,0.8319795559978191,2024-01-01 02:09:00,Legal,Completed
DOC_000131,Images_Scanned,494,9,0.7765393191851387,0.8390197934255097,2024-01-01 02:10:00,Operations,Completed
DOC_000132,Images_Scanned,270,10,0.3400500103541923,0.718509923649465,2024-01-01 02:11:00,Finance,Pending
DOC_000133,Invoices,315,6,0.5868667976254881,0.9162135744086327,2024-01-01 02:12:00,Operations,Completed
DOC_000134,Spreadsheets,1482,13,0.6627591127308237,0.791153580468362,2024-01-01 02:13:00,Finance,Completed
DOC_000135,PDF_Reports,1555,4,0.8947121975047799,0.9576864681588837,2024-01-01 02:14:00,R&D,Failed
DOC_000136,Invoices,1579,8,0.6369844990635506,0.986841648944001,2024-01-01 02:15:00,Operations,Completed
DOC_000137,PDF_Reports,337,12,0.46039759063430924,0.7423014796962922,2024-01-01 02:16:00,Sales,Completed
DOC_000138,Invoices,10,8,0.8893094228478039,0.850469149753364,2024-01-01 02:17:00,HR,Completed
DOC_000139,Contracts,137,9,0.717410508499603,0.9269735956227634,2024-01-01 02:18:00,Legal,Completed
DOC_000140,Spreadsheets,1242,9,0.7973287881252271,0.6589011939107631,2024-01-01 02:19:00,HR,Completed
DOC_000141,Spreadsheets,2098,4,0.7944353360450652,0.9646836036593587,2024-01-01 02:20:00,Legal,Failed
DOC_000142,Contracts,18,6,0.7548991651731604,0.757538377715903,2024-01-01 02:21:00,HR,Processing
DOC_000143,Invoices,334,14,0.9841977018033804,0.9383534009982161,2024-01-01 02:22:00,Operations,Pending
DOC_000144,Contracts,691,8,0.8513885579382412,0.6519210338943063,2024-01-01 02:23:00,Operations,Completed
DOC_000145,Spreadsheets,22,9,0.5381142984429909,0.5466706345195368,2024-01-01 02:24:00,HR,Completed
DOC_000146,Images_Scanned,248,6,0.6262847611816142,0.9221412094291938,2024-01-01 02:25:00,Operations,Completed
DOC_000147,Images_Scanned,1370,11,0.7664652151631836,0.8172691162985724,2024-01-01 02:26:00,Legal,Failed
DOC_000148,Images_Scanned,92,8,0.609258050555308,0.7809491594995054,2024-01-01 02:27:00,Finance,Completed
DOC_000149,PDF_Reports,245,11,0.4910066307854487,0.7525006199153145,2024-01-01 02:28:00,Operations,Processing
DOC_000150,Spreadsheets,793,8,0.7386715016989172,0.7437259922349828,2024-01-01 02:29:00,R&D,Completed
DOC_000151,PDF_Reports,1404,3,0.3548456376809083,0.9148835505046954,2024-01-01 02:30:00,Sales,Completed
DOC_000152,Spreadsheets,964,12,0.5596877545997262,0.8001846856932654,2024-01-01 02:31:00,Finance,Completed
DOC_000153,Contracts,1102,8,0.7436280237962422,0.7920726024909072,2024-01-01 02:32:00,HR,Processing
DOC_000154,Invoices,462,6,0.7806958466766374,0.755709152229169,2024-01-01 02:33:00,Legal,Completed
DOC_000155,PDF_Reports,625,6,0.8611022577207892,0.8613063564259962,2024-01-01 02:34:00,Finance,Completed
DOC_000156,Spreadsheets,17,8,0.8324474265448801,0.780482214036351,2024-01-01 02:35:00,Legal,Completed
DOC_000157,Spreadsheets,24,7,0.7946836047162548,0.9793453629266218,2024-01-01 02:36:00,Operations,Completed
DOC_000158,Invoices,224,6,0.6676407443300233,0.7889601731658835,2024-01-01 02:37:00,Finance,Completed
DOC_000159,Invoices,127,7,0.6180868660058177,0.6175342954119646,2024-01-01 02:38:00,Operations,Completed
DOC_000160,Images_Scanned,1448,5,0.8790180562276172,0.7090590881023683,2024-01-01 02:39:00,R&D,Completed
DOC_000161,Spreadsheets,159,6,0.5674548489849266,0.976419320267263,2024-01-01 02:40:00,Finance,Completed
DOC_000162,PDF_Reports,270,7,0.5374662644904171,0.8604216136073816,2024-01-01 02:41:00,Sales,Processing
DOC_000163,Spreadsheets,326,7,0.525438152187878,0.8581297353914283,2024-01-01 02:42:00,Operations,Completed
DOC_000164,Spreadsheets,394,8,0.5258203737214895,0.8027821922119118,2024-01-01 02:43:00,Sales,Pending
DOC_000165,Contracts,2600,9,0.8688482837715938,0.7798511888737132,2024-01-01 02:44:00,Operations,Completed
DOC_000166,Contracts,347,7,0.34201744821591695,0.8997341941852715,2024-01-01 02:45:00,Finance,Pending
DOC_000167,Images_Scanned,1391,5,0.9180525378016202,0.7405051891147162,2024-01-01 02:46:00,Operations,Completed
DOC_000168,Contracts,869,7,0.5382661561181862,0.5219623062481098,2024-01-01 02:47:00,Sales,Pending
DOC_000169,PDF_Reports,1054,5,0.5855642284543884,0.7948646090310557,2024-01-01 02:48:00,Finance,Completed
DOC_000170,Spreadsheets,360,10,0.3948597511271489,0.6762473045163555,2024-01-01 02:49:00,Operations,Completed
DOC_000171,Spreadsheets,139,11,0.7685990448304092,0.8509406170617019,2024-01-01 02:50:00,Operations,Completed
DOC_000172,Images_Scanned,130,9,0.7383620370371924,0.6408104575566388,2024-01-01 02:51:00,Sales,Completed
DOC_000173,PDF_Reports,942,13,0.9233908741870326,0.9430747896810495,2024-01-01 02:52:00,Finance,Completed
DOC_000174,Contracts,406,10,0.7523482581943721,0.8796814872865895,2024-01-01 02:53:00,R&D,Completed
DOC_000175,Invoices,1032,6,0.7411880948148432,0.6310545231231366,2024-01-01 02:54:00,R&D,Completed
DOC_000176,PDF_Reports,1180,14,0.5089308265401894,0.6878634686634153,2024-01-01 02:55:00,Operations,Processing
DOC_000177,Contracts,731,9,0.6856084694487147,0.7947393387768736,2024-01-01 02:56:00,Legal,Completed
DOC_000178,Images_Scanned,343,10,0.47069616281741405,0.8288934154829602,2024-01-01 02:57:00,Operations,Completed
DOC_000179,Invoices,850,6,0.6258191591119743,0.6683241866188077,2024-01-01 02:58:00,Legal,Completed
DOC_000180,Images_Scanned,522,5,0.8092374558736116,0.7216214334146903,2024-01-01 02:59:00,HR,Processing
DOC_000181,PDF_Reports,263,6,0.6039242981752422,0.7409942879641676,2024-01-01 03:00:00,Operations,Completed
DOC_000182,Contracts,373,8,0.8086225655693876,0.7445047810552958,2024-01-01 03:01:00,Operations,Completed
DOC_000183,Spreadsheets,1254,4,0.7513876851855773,0.7501594444144221,2024-01-01 03:02:00,HR,Completed
DOC_000184,PDF_Reports,166,4,0.5208968717850744,0.9028883402098473,2024-01-01 03:03:00,Finance,Completed
DOC_000185,Contracts,84,1,0.6949257278427277,0.9437168867284892,2024-01-01 03:04:00,HR,Completed
DOC_000186,Invoices,436,6,0.7555723089006131,0.7731728844828295,2024-01-01 03:05:00,Legal,Completed
DOC_000187,Images_Scanned,1331,9,0.8965281596837478,0.731840767571182,2024-01-01 03:06:00,HR,Pending
DOC_000188,Images_Scanned,172,10,0.7803771691457713,0.9204251745373837,2024-01-01 03:07:00,R&D,Completed
DOC_000189,Images_Scanned,492,5,0.9050833847882511,0.8961748673150395,2024-01-01 03:08:00,Sales,Completed
DOC_000190,Invoices,119,4,0.8322474499658213,0.7600095353971167,2024-01-01 03:09:00,R&D,Processing
DOC_000191,Invoices,128,2,0.46104833614755064,0.803471257960257,2024-01-01 03:10:00,Finance,Completed
DOC_000192,Spreadsheets,1120,10,0.7485138931784291,0.7278884662392998,2024-01-01 03:11:00,Sales,Completed
DOC_000193,Spreadsheets,68,7,0.7403119293828246,0.8717851920083938,2024-01-01 03:12:00,Legal,Completed
DOC_000194,Spreadsheets,2590,11,0.7695405228143392,0.9841208579993262,2024-01-01 03:13:00,Operations,Completed
DOC_000195,Contracts,144,6,0.7561459107822808,0.5095114427438983,2024-01-01 03:14:00,Finance,Processing
DOC_000196,Contracts,494,7,0.5755441000012553,0.7209281156377649,2024-01-01 03:15:00,HR,Failed
DOC_000197,Invoices,115,6,0.6852034251591853,0.7909016117011953,2024-01-01 03:16:00,Finance,Completed
DOC_000198,Images_Scanned,1588,8,0.6227333870604718,0.9257798654527615,2024-01-01 03:17:00,R&D,Completed
DOC_000199,Images_Scanned,697,7,0.7477765972919392,0.9104916854792382,2024-01-01 03:18:00,R&D,Processing
DOC_000200,PDF_Reports,169,6,0.9081741395415392,0.8503515749609037,2024-01-01 03:19:00,R&D,Processing
DOC_000201,Contracts,53,8,0.8677139952877301,0.6796112384034787,2024-01-01 03:20:00,Sales,Completed
DOC_000202,Images_Scanned,148,8,0.5296885385577755,0.7707886058913325,2024-01-01 03:21:00,R&D,Processing
DOC_000203,Images_Scanned,514,6,0.863843939665779,0.6991533148264729,2024-01-01 03:22:00,Finance,Completed
DOC_000204,Contracts,372,10,0.9234413252706627,0.8394269042195367,2024-01-01 03:23:00,Finance,Failed
DOC_000205,Images_Scanned,1335,14,0.5018462654501025,0.793265259218729,2024-01-01 03:24:00,HR,Pending
DOC_000206,Spreadsheets,34,6,0.8574996077414948,0.7888896003677098,2024-01-01 03:25:00,HR,Processing
DOC_000207,PDF_Reports,451,14,0.9295656434126203,0.6845584489386634,2024-01-01 03:26:00,R&D,Completed
DOC_000208,Invoices,39,8,0.833337735527494,0.6596808549570325,2024-01-01 03:27:00,HR,Pending
DOC_000209,Contracts,305,6,0.739154711687923,0.9131420614596235,2024-01-01 03:28:00,HR,Completed
DOC_000210,Images_Scanned,1955,6,0.6220653446948174,0.9467565840291253,2024-01-01 03:29:00,Legal,Completed
DOC_000211,Contracts,868,4,0.7516565374489043,0.5440091495529884,2024-01-01 03:30:00,Sales,Completed
DOC_000212,Images_Scanned,10,7,0.5455165692747269,0.8935113388593282,2024-01-01 03:31:00,Finance,Completed
DOC_000213,Images_Scanned,1110,6,0.9033788038561532,0.6349647263528334,2024-01-01 03:32:00,HR,Completed
DOC_000214,Invoices,89,3,0.7091327915274874,0.903039875343687,2024-01-01 03:33:00,Finance,Completed
DOC_000215,Contracts,261,7,0.7419453574412044,0.6852161758198393,2024-01-01 03:34:00,HR,Completed
DOC_000216,Images_Scanned,668,7,0.6726684473786814,0.8412704022003035,2024-01-01 03:35:00,Operations,Processing
DOC_000217,Spreadsheets,351,10,0.4957361047219116,0.9261655264582183,2024-01-01 03:36:00,Legal,Processing
DOC_000218,Spreadsheets,394,9,0.7142039912840017,0.7323043254760744,2024-01-01 03:37:00,Finance,Completed
DOC_000219,Spreadsheets,387,7,0.8059669145843023,0.6639012362367446,2024-01-01 03:38:00,HR,Processing
DOC_000220,Invoices,740,7,0.715190148464324,0.9748751185950055,2024-01-01 03:39:00,Legal,Completed
DOC_000221,Images_Scanned,367,4,0.8229750660203263,0.6620020218858956,2024-01-01 03:40:00,Sales,Completed
DOC_000222,Images_Scanned,85,9,0.9621939775675625,0.8591731833781118,2024-01-01 03:41:00,Finance,Completed
DOC_000223,Spreadsheets,651,6,0.6796278150687691,0.52655717788074,2024-01-01 03:42:00,HR,Completed
DOC_000224,PDF_Reports,521,13,0.5873209365811245,0.9189022080653608,2024-01-01 03:43:00,Operations,Completed
DOC_000225,PDF_Reports,611,11,0.6670798830050423,0.9106253162479407,2024-01-01 03:44:00,HR,Completed
DOC_000226,Spreadsheets,159,7,0.48686184019987827,0.7750591845234072,2024-01-01 03:45:00,Legal,Completed
DOC_000227,Contracts,315,20,0.5852605598352529,0.952944655038103,2024-01-01 03:46:00,R&D,Completed
DOC_000228,Images_Scanned,294,3,0.5616084627041911,0.9164257928568466,2024-01-01 03:47:00,HR,Pending
DOC_000229,Spreadsheets,782,8,0.7574729399590362,0.8895096948070802,2024-01-01 03:48:00,Operations,Pending
DOC_000230,PDF_Reports,161,1,0.5422626573121427,0.8814077615421001,2024-01-01 03:49:00,Operations,Completed
DOC_000231,Contracts,435,16,0.5064438574180582,0.8415328682109383,2024-01-01 03:50:00,Legal,Pending
DOC_000232,Invoices,235,12,0.5775842024730138,0.5608278249438884,2024-01-01 03:51:00,Finance,Completed
DOC_000233,Spreadsheets,278,12,0.5751552652562321,0.7674164877579521,2024-01-01 03:52:00,Operations,Completed
DOC_000234,Contracts,10,2,0.6268393966660448,0.7924977905396632,2024-01-01 03:53:00,Sales,Completed
DOC_000235,Spreadsheets,203,5,0.8357745919974104,0.9336010223123659,2024-01-01 03:54:00,Finance,Completed
DOC_000236,PDF_Reports,10,8,0.7440883805368963,0.7787082408116006,2024-01-01 03:55:00,Sales,Completed
DOC_000237,PDF_Reports,176,7,0.6611796215164563,0.8919187137709542,2024-01-01 03:56:00,HR,Completed
DOC_000238,Contracts,280,8,0.9368683090291281,0.7229730212630777,2024-01-01 03:57:00,Operations,Processing
DOC_000239,Contracts,319,12,0.8774614682990726,0.6712017753291324,2024-01-01 03:58:00,HR,Processing
DOC_000240,PDF_Reports,444,10,0.6611650961232778,0.8991307618873544,2024-01-01 03:59:00,HR,Processing
DOC_000241,PDF_Reports,1074,6,0.7116565723959828,0.6293126460571511,2024-01-01 04:00:00,Sales,Completed
DOC_000242,Invoices,561,11,0.7150493963928872,0.8281140102949098,2024-01-01 04:01:00,R&D,Completed
DOC_000243,Invoices,450,5,0.7361651277114636,0.8490523785118165,2024-01-01 04:02:00,Finance,Completed
DOC_000244,Invoices,149,7,0.7756664761933106,0.947394748979597,2024-01-01 04:03:00,HR,Processing
DOC_000245,Spreadsheets,1521,5,0.6710723338662148,0.7526552387381695,2024-01-01 04:04:00,R&D,Completed
